"id","average","rank","latitude","longitude","elevation","state","name","total19"
"USS0007M27S",31.1,594,37.93,-107.68,2987,"CO","Idarado",34.7
"USS0006K01S",31,595,39.36,-106.06,3474.7,"CO","Hoosier Pass",35.1
"USS0007K09S",31,596,39.13,-107.29,2895.6,"CO","Mc Clure Pass",39.1
"USS0010E20S",31,597,44.46,-110.14,2170.2,"WY","Sylvan Road",29.6
"USS0014F12S",30.9,598,43.87,-114.71,2676.1,"ID","Galena Summit",31.6
"USS0006L14S",30.9,599,38.99,-106.75,3243.1,"CO","Upper Taylor",33.5
"USC00148950",30.8,600,38.2936,-97.9114,472.4,"KS","WINDOM 7S",36.8
"USS0005M14S",30.8,601,37.21,-105.12,3115.1,"CO","Whiskey Ck",34.9
"USW00094911",30.7,602,42.8783,-97.3633,359.7,"SD","YANKTON 2 E",34.9
"USC00344019",30.6,603,36.5381,-98.2661,411.5,"OK","HELENA 1 SSE",40.8
"USS0012C11S",30.6,604,46.36,-112.26,2438.4,"MT","Rocker Peak",30.2
"USS0012G17S",30.6,605,42.76,-112.48,1978.2,"ID","Wildhorse Divide",34.2
"US1KSJW0001",30.5,606,39.9421,-97.9872,495.9,"KS","WEBBER 2.6 ENE",39.3
"USS0007E12S",30.5,607,44.72,-107.4,2706.6,"WY","Sucker Creek",33
"USW00014944",30.4,608,43.5878,-96.7289,435.9,"SD","SIOUX FALLS",39.6
"USW00013980",30.4,609,37.155,-98.0283,408.4,"KS","ANTHONY",42.4
"USS0008M02S",30.3,610,37.43,-108.17,3048,"CO","Mancos",29.6
"USS0021C39S",30.3,611,46.36,-121.08,1560.6,"WA","Lost Horse",28.8
"USS0006M21S",30.3,612,37.47,-106.54,3541.8,"CO","Grayback",36.8
"USS0007M05S",30.3,613,37.65,-107.81,2706.6,"CO","Cascade",39.9
"USS0011C02S",30.3,614,46.58,-111.27,2026.9,"MT","Pickfoot Creek",26.6
"USW00012924",30.3,615,27.7839,-97.5108,13.7,"TX","CORPUS CHRISTI",25.6
"USS0010E07S",30.1,616,44.37,-110.58,2432.3,"WY","Thumb Divide",29.6
"USC00252037",30.1,617,42.7364,-97.4969,426.7,"NE","CROFTON",33.2
"USS0012B13S",30.1,618,47.92,-112.79,1706.9,"MT","Waldron",31.1
"USS0006J15S",30,619,40.85,-106.97,2651.8,"CO","Elk River",30.9
"USC00253065",30,620,40.6558,-97.2208,467.9,"NE","FRIEND 3E",41.9
"USS0011R03S",30,621,34.94,-111.52,2286,"AZ","Mormon Mountain",37.9
"USS0020B25S",30,622,47.23,-120.29,1670.3,"WA","Trough",28.8
"USS0006K39S",29.9,623,39.62,-106.38,3139.4,"CO","Vail Mountain",33
"USC00417327",29.8,624,32.3664,-99.1925,494.1,"TX","PUTNAM",31.9
"USS0007E21S",29.8,625,44.8,-107.84,2859,"WY","Bald Mtn.",36.4
"USS0009G03S",29.8,626,42.87,-109.09,3078.5,"WY","Hobbs Park",30.4
"USS0012C22S",29.7,627,46.84,-112.51,2139.7,"MT","Nevada Ridge",31.9
"USS0016H02S",29.6,628,41.55,-116.01,2209.8,"NV","Jack Creek Upper",31
"USC00412011",29.6,629,27.7792,-97.5056,13.4,"TX","CORPUS CHRISTI NWS",24.6
"USS0018D20S",29.5,630,45.36,-118.47,1380.7,"OR","Bowman Springs",30.2
"USS0005M17S",29.5,631,37.61,-105.37,3246.1,"CO","Ute Creek",36.1
"USS0015A05S",29.4,632,48.98,-115.82,1295.4,"MT","Garver Creek",28.6
"USS0020H13S",29.4,633,41.24,-120.79,1886.7,"CA","Adin Mtn",33
"USS0009D21S",29.4,634,45.24,-109.46,1792.2,"MT","Burnt Mtn",38.7
"USS0006K04S",29.4,635,39.08,-106.61,3230.9,"CO","Independence Pass",31.6
"USS0007E34S",29.3,636,44.57,-107.3,2706.6,"WY","Dome Lake",28.7
"USS0009S11S",29.3,637,33.65,-109.31,2749.3,"AZ","Hannagan Meadows",39.6
"US1MTPK0007",29.3,638,45.6357,-110.4331,1677.9,"MT","LIVINGSTON 6.6 ESE",33.7
"USS0005J18S",29.2,639,40.21,-105.57,2621.3,"CO","Copeland Lake",29.1
"USS0020G02S",29.2,640,42.7,-120.8,2158,"OR","Summer Rim",29.4
"USS0006J20S",29.1,641,40.71,-106.01,2749.3,"CO","Rawah",30.3
"USS0010C15S",29,642,46.67,-110.33,2316.5,"MT","Daisy Peak",35.1
"USS0006K08S",28.9,643,39.38,-106.2,3474.7,"CO","Fremont Pass",31.3
"USS0006G02S",28.9,644,42.57,-106.09,2560.3,"WY","Reno Hill",35.1
"USS0006K16S",28.9,645,39.3,-106.11,3398.5,"CO","Buckskin Joe",31.9
"USS0016H07S",28.9,646,41.32,-116.34,2347,"NV","Toe Jam",33.6
"USC00141179",28.9,647,39.8775,-98.3036,503.2,"KS","BURR OAK 1N",38.8
"USS0007E18S",28.8,648,44.68,-107.58,2849.9,"WY","Bone Springs Div",29
"USS0007M14S",28.8,649,37.85,-107.73,3060.2,"CO","Mineral Creek",33.6
"USS0007E06S",28.7,650,44.16,-107.13,2889.5,"WY","Powder River Pass",24.8
"USS0010R04S",28.7,651,34.31,-110.75,2328.7,"AZ","Heber",35.7
"USS0019L44S",28.7,652,38.84,-119.89,2608.2,"CA","Horse Meadow",38.8
"USC00253175",28.7,653,40.5314,-97.5964,496.8,"NE","GENEVA",38.9
"USS0014A14S",28.6,654,48.31,-114.84,1534.7,"MT","Hand Creek",20
"USS0005K28S",28.6,655,39.44,-105.91,3230.9,"CO","Michigan Creek",30.4
"USS0011H03S",28.5,656,41.89,-111.57,1930,"UT","Tony Grove RS",29.8
"USS0011P13S",28.5,657,35.07,-111.84,2194.6,"AZ","Fry",39
"USS0009F28S",28.5,658,43.38,-109.88,2993.1,"WY","Gunsight Pass",28.6
"USC00253660",28.5,659,40.6472,-98.3836,590.7,"NE","HASTINGS 4N",35.5
"USS0009F24S",28.5,660,43.86,-109.32,2910.8,"WY","Kirwin",28.8
"USS0006K24S",28.4,661,39.49,-106.17,3215.6,"CO","Copper Mountain",28.9
"USS0009D16S",28.3,662,45.19,-109.35,2392.7,"MT","Cole Creek",36.9
"USS0011R06S",28.3,663,34.46,-111.41,2225,"AZ","Baker Butte",38.3
"USS0011J46S",28.3,664,40.61,-111.1,2523.7,"UT","Beaver Divide",32.4
"USS0017H07S",28.3,665,41.52,-117.63,1828.8,"NV","Lamance Creek",31.3
"USS0019L42S",28.2,666,38.4,-119.54,2838.6,"CA","Summit Meadow",33.6
"USS0009A01S",28.2,667,48.17,-109.65,1432.6,"MT","Rocky Boy",26.2
"USS0010D39S",28.1,668,45.5,-110.08,1930.9,"MT","East Boulder Mine",32.9
"USW00013966",28.1,669,33.9786,-98.4928,310,"TX","WICHITA FALLS MUNI AP",27.5
"USC00420819",28.1,670,40.8911,-111.8503,1508.8,"UT","BOUNTIFUL BENCH",32.3
"USC00045915",28.1,671,37.8792,-121.9303,661.4,"CA","MT DIABLO JUNCTION",32.7
"USS0007M31S",28.1,672,37.49,-107.51,3316.2,"CO","Vallecito",33.2
"USS0006K44S",28,673,39.6,-106.54,2889.5,"CO","Mccoy Park",32.3
"USS0007K13S",27.9,674,40,-107.24,2956.6,"CO","Trapper Lake",28.7
"USS0007M35S",27.9,675,37.66,-107.8,2718.8,"CO","Cascade #2",38.1
"USS0007K14S",27.8,676,39.09,-107.63,2999.2,"CO","Overland Res.",31.7
"USW00003957",27.8,677,37.2839,-98.5528,467.9,"KS","MEDICINE LODGE",32.5
"USC00395481",27.7,678,43.2358,-97.5714,406,"SD","MENNO",36.5
"USW00094949",27.7,679,40.6044,-98.4272,591.3,"NE","HASTINGS MUNI AP",35.2
"USS0010G08S",27.6,680,42.51,-110.91,2365.2,"WY","Salt River Summit",29.3
"USC00411920",27.6,681,29.9614,-98.8944,436.8,"TX","COMFORT 2",21.3
"USS0018E08S",27.5,682,44.76,-118.31,1649,"OR","Gold Center",28.8
"USS0014F17S",27.5,683,43.88,-114.67,2276.9,"ID","Galena",27.6
"USS0013E16S",27.4,684,44.85,-113.84,2603,"ID","Schwartz Lake",25.1
"US1WASJ0003",27.3,685,48.6079,-122.9466,51.5,"WA","ORCAS 0.7 NNW",24.2
"USW00014935",27.3,686,40.9611,-98.3136,560.8,"NE","GRAND ISLAND AP",39.7
"USS0006M23S",27.2,687,37.38,-106.55,3352.8,"CO","Lily Pond",36
"USW00012919",27.2,688,25.9156,-97.4186,7,"TX","BROWNSVILLE",22.9
"USS0010C09S",27.2,689,46.79,-110.68,1966,"MT","Deadman Creek",27.6
"USS0019L13S",27.1,690,38.07,-119.23,2878.8,"CA","Virginia Lakes Ridge",33.9
"USS0011R05S",27,691,34.75,-111.41,2325.6,"AZ","Happy Jack",33.3
"USS0011F11S",27,692,43.21,-111.69,2002.5,"ID","Sheep Mtn.",27.4
"USS0010D07S",26.9,693,45.01,-110.01,2240.3,"MT","Northeast Entrance",28.9
"USS0013M07S",26.9,694,37.4,-113.46,2536.5,"UT","Gardner Peak",36.7
"USS0016H05S",26.9,695,41.78,-116.03,2041.2,"NV","Laurel Draw",30.2
"USS0013M06S",26.9,696,37.5,-113.94,2061.4,"UT","Gutz Peak",40.9
"USS0007E39S",26.9,697,44.81,-107.41,2094,"WY","Tie Creek",31
"USC00342944",26.9,698,35.2164,-99.8628,627.9,"OK","ERICK",33.4
"US1COBO0202",26.8,699,40.1103,-105.4391,2609.1,"CO","WARD 4.6 NE",27.2
"USS0003E03S",26.8,700,44.11,-103.98,2100.1,"SD","Blind Park",25.3
"USS0009S01S",26.8,701,33.98,-109.5,2781.3,"AZ","Baldy",33.1
"USS0010C27S",26.8,702,46.48,-110.71,2316.5,"MT","Elk Peak",22.1
"US1SDMN0001",26.8,703,43.8624,-97.7907,406,"SD","FULTON 9.4 N",42.1
"USW00014941",26.7,704,41.9856,-97.4353,472.7,"NE","NORFOLK KARL STEFAN AP",27.1
"USS0013C36S",26.7,705,46.13,-113.31,2194.6,"MT","Peterson Meadows",22.6
"USS0008M08S",26.7,706,37.65,-108.01,2773.7,"CO","Scotch Creek",31.3
"US1TXTY0005",26.6,707,32.4096,-100.0846,635.8,"TX","MERKEL 5.8 SW",26.8
"USC00147542",26.6,708,39.7772,-98.7783,554.7,"KS","SMITH CTR",26.3
"USC00413508",26.6,709,28.3064,-98.1222,68.6,"TX","GEORGE WEST 2 SSW",18.6
"USS0005K27S",26.6,710,39.66,-105.59,3230.9,"CO","Echo Lake",24.6
"USC00417873",26.6,711,29.3283,-99.4653,290.5,"TX","SABINAL",22.8
"USS0007M29S",26.5,712,37.8,-107.92,3109,"CO","Lizard Head Pass",27.5
"USS0011C04S",26.5,713,46.35,-111.85,2097,"MT","Tizer Basin",28.4
"USS0019L17S",26.5,714,38.44,-119.37,2814.2,"CA","Lobdell Lake",31.2
"USS0021F22S",26.5,715,43.23,-121.81,1478.3,"OR","Chemult Alternate",28.8
"USS0009N05S",26.4,716,36.33,-109.06,2804.2,"AZ","Beaver Spring",31.2
"USS0010C03S",26.4,717,46.11,-110.47,1981.2,"MT","Porcupine",27.5
"USS0018G01S",26.3,718,42.75,-118.69,2130.6,"OR","Silvies",27.6
"USS0009S02S",26.3,719,33.92,-109.46,2804.2,"AZ","Maverick Fork",32.3
"USS0006J18S",26.3,720,40.23,-106.6,2816.4,"CO","Buffalo Park",27
"USS0013C13S",26.2,721,46.41,-113.43,2197.6,"MT","Black Pine",28.2
"USS0012C13S",26.2,722,46.44,-112.19,1975.1,"MT","Frohner Meadow",29.1
"USS0009E09S",26.2,723,44.3,-109.24,2670,"WY","Marquette",36.2
"USS0014F16S",26.2,724,43.71,-114.16,2267.7,"ID","Hyndman",28
"USW00013962",26.2,725,32.4106,-99.6822,545.6,"TX","ABILENE RGNL AP",23.2
"USC00480140",26.2,726,43.7728,-111.0339,1962.9,"WY","ALTA 1 NNW",27.4
"USS0011E03S",26.1,727,44.59,-111.82,2255.5,"MT","Lakeview Ridge",29.6
"USS0003E05S",26.1,728,44.21,-103.79,1868.4,"SD","North Rapid Creek",25.3
"USS0006N14S",26.1,729,36.72,-106.26,3048,"NM","Hopewell",32.9
"USS0005J11S",26.1,730,40.58,-105.63,2859,"CO","Hourglass Lake",25.7
"USS0005J04S",26,731,40.4,-105.85,2752.3,"CO","Phantom Valley",23.9
"USS0006K45S",26,732,39.6,-106.51,2590.8,"CO","Beaver Ck Village",29.2
"USS0005L12S",25.9,733,38.29,-105.85,3267.5,"CO","Hayden Pass",31.4
"USS0006K12S",25.9,734,39.8,-106.03,2724.9,"CO","Middle Fork Camp",26.4
"USS0013D10S",25.7,735,45.17,-113.5,2316.5,"MT","Bloody Dick",20.6
"USS0010K06S",25.6,736,39.68,-110.43,2662.7,"UT","Timberline",31.1
"USS0007E32S",25.6,737,44.58,-107.2,2435.4,"WY","Big Goose",29
"USS0007J04S",25.6,738,40.17,-107.06,2773.7,"CO","Crosho",29.6
"USS0013E23S",25.5,739,44.99,-113.44,2468.9,"MT","Lemhi Ridge",24.2
"USS0013C31S",25.5,740,46.87,-113.28,1905,"MT","N Fk Elk Creek",27.8
"USS0017H02S",25.5,741,41.75,-117.53,2107.7,"NV","Buckskin Lower",27.3
"USC00250050",25.5,742,42.5522,-99.8556,765,"NE","AINSWORTH",37.3
"USS0005N19S",25.4,743,36.47,-105.19,3102.9,"NM","Tolby",31.3
"USS0005N18S",25.4,744,36.19,-105.56,2987,"NM","Gallegos Peak",26.7
"USS0009E08S",25.4,745,44.8,-109.66,2331.7,"WY","Wolverine",27.1
"USC00252560",25.3,746,40.2764,-99.7836,646.2,"NE","EDISON",28.7
"USS0012E07S",25.3,747,44.79,-112.06,2377.4,"MT","Divide",27.3
"USS0008G03S",25.2,748,42.57,-108.84,2755.4,"WY","South Pass",23.1
"USS0019L40S",25.2,749,38.67,-119.61,2532.9,"CA","Monitor Pass",31.2
"USS0012B16S",25.1,750,47.06,-112.6,1585,"MT","Copper Bottom",24.2
"USS0007J03S",25.1,751,40.06,-107.01,2767.6,"CO","Bear River",27.7
"USS0006G01S",25.1,752,42.73,-106.32,2407.9,"WY","Casper Mtn.",27
"USC00057317",25,753,37.9136,-104.9483,2176.6,"CO","RYE 1SW",25
"USS0011E24S",25,754,44.79,-111.71,2438.4,"MT","Tepee Creek",25.9
"USS0006L05S",25,755,38.7,-106.37,3212.6,"CO","Saint Elmo",31.8
"USS0006L13S",24.8,756,38.29,-106.37,3514.3,"CO","Sargents Mesa",28.3
"USC00258133",24.7,757,41.4581,-100.5986,921.1,"NE","STAPLETON 5W",35.1
"USS0010G13S",24.6,758,42.49,-110.53,2456.7,"WY","Snider Basin",21.1
"USC00143527",24.6,759,38.8586,-99.3358,612.6,"KS","HAYS 1 S",31
"USS0021F12S",24.5,760,42.96,-121.18,1749.6,"OR","Silver Creek",26.7
"USS0016J01S",24.5,761,40.36,-116.86,2255.5,"NV","Lewis Peak",31.2
"USS0007H03S",24.4,762,41.11,-107.17,2484.1,"WY","Sandstone RS",26.4
"USS0006E03S",24.4,763,44.26,-106.98,2548.1,"WY","Hansen Sawmill",25
"USS0010F15S",24.4,764,43.25,-110.02,2359.2,"WY","Kendall R.S.",22.2
"USS0006L03S",24.3,765,38.49,-106.34,3279.6,"CO","Porphyry Creek",30.3
"USS0006K30S",24.3,766,39.32,-106.61,2926.1,"CO","Kiln",26.7
"USS0012D09S",24.3,767,45.8,-112.52,2188.5,"MT","Basin Creek",25
"US1SDPN0002",24.3,768,44.0886,-103.2997,1058.9,"SD","RAPID CITY 3.4 WNW",39.1
"USS0006H19S",24.2,769,41.33,-106.5,2572.5,"WY","South Brush Creek",21.5
"USS0013C39S",24.2,770,46.18,-113.85,1761.7,"MT","Daly Creek",20.9
"USS0005M07S",24.1,771,37.33,-105.07,3048,"CO","Apishapa",23.2
"USS0007M30S",24.1,772,37.99,-107.2,3486.9,"CO","Slumgullion",31.7
"USS0014E04S",24.1,773,44.84,-114.27,2316.5,"ID","Morgan Creek",20
"USC00395638",23.9,774,43.1122,-100.6111,856.5,"SD","MISSION 14 S",32.1
"USS0012P02S",23.9,775,35.14,-112.15,2188.5,"AZ","White Horse Lake",30.2
"USS0006K14S",23.8,776,39.72,-106.16,2865.1,"CO","Summit Ranch",25.5
"USW00014936",23.8,777,44.3981,-98.2231,390.1,"SD","HURON RGNL AP",37.4
"USS0009G09S",23.7,778,42.65,-109.26,2767.6,"WY","Big Sandy Opening",23.5
"USS0015F09S",23.6,779,43.27,-115.35,1740.4,"ID","Camas Creek Divide",24.9
"USS0005N04S",23.6,780,36.13,-105.53,2621.3,"NM","Tres Ritos",23.4
"USS0006N16S",23.4,781,36.03,-106.81,2836.5,"NM","Vacas Locas",28.1
"USS0008T01S",23.4,782,32.92,-108.15,2548.1,"NM","Signal Peak",26.4
"USC00410394",23.4,783,33.1525,-100.2333,509,"TX","ASPERMONT",29.8
"USW00014914",23.4,784,46.9253,-96.8111,274.3,"ND","FARGO HECTOR INTL AP",31.3
"USS0006P10S",23.2,785,36,-106.83,2621.3,"NM","Senorita Divide #2",24.8
"USS0007F02S",23.2,786,43.63,-107.18,2365.2,"WY","Middle Powder",31.8
"USS0018E09S",23.1,787,44.66,-118.43,1569.7,"OR","Tipton",24.6
"USS0006J06S",23,788,40.08,-106.67,2706.6,"CO","Lynx Pass",25.1
"USS0019A02S",22.9,789,48.66,-119.84,1359.4,"WA","Salmon Meadows",21.9
"USS0014F19S",22.9,790,43.77,-114.42,1962.9,"ID","Chocolate Gulch",25.6
"USS0005N16S",22.9,791,36.99,-105.26,3230.9,"NM","North Costilla",25.8
"USC00056205",22.9,792,38.0264,-107.6725,2352.4,"CO","OURAY #2",24.5
"USW00003103",22.8,793,35.1442,-111.6664,2134.5,"AZ","FLAGSTAFF PULLIAM AP",26.1
"USW00023007",22.7,794,34.4272,-100.2831,594.7,"TX","CHILDRESS MUNI AP",22.4
"USS0015H14S",22.7,795,41.87,-115.25,2539,"NV","Pole Creek R.S.",27.3
"USC00146637",22.7,796,39.0667,-100.2389,814.4,"KS","QUINTER",26.7
"USS0012L20S",22.7,797,38.07,-112.17,2971.5,"UT","Jones Corral",27.9
"USW00013985",22.6,798,37.7608,-99.9683,789.4,"KS","DODGE CITY",22.9
"USC00140365",22.6,799,37.1942,-99.7633,600.5,"KS","ASHLAND",28.4
"USS0006K40S",22.6,800,39.09,-106.54,3230.9,"CO","Brumley",25.4
"USW00024023",22.4,801,41.1214,-100.6694,846.7,"NE","NORTH PLATTE RGNL AP",28.9
"USC00412121",22.4,802,33.6517,-101.245,917.4,"TX","CROSBYTON",20.1
"USS0006P01S",22.4,803,35.92,-106.39,2895.6,"NM","Quemazon",24.1
"USS0006N04S",22.3,804,36.51,-106.32,2834.6,"NM","Bateman",28.8
"USW00014916",22.2,805,47.9428,-97.1839,256.6,"ND","GRAND FORKS INTL AP",28.1
"USC00418818",22.2,806,33.1714,-101.7981,951,"TX","TAHOKA",18.3
"USW00023034",22.1,807,31.3711,-100.4922,576.1,"TX","SAN ANGELO",17.7
"USS0007S03S",22,808,33.01,-107.87,2816.4,"NM","Mcknight Cabin",26.4
"USS0015H03S",22,809,41.74,-115.47,2164.1,"NV","Seventysix Creek",27.1
"US1CACC0001",21.7,810,37.9898,-122.1085,76.8,"CA","MARTINEZ 0.8 SSE",26.3
"USW00024020",21.7,811,40.5233,-101.0344,928.1,"NE","HAYES CENTER 1NW",27.8
"USC00394516",21.7,812,43.9025,-99.8583,512.4,"SD","KENNEBEC",35.8
"USS0013C38S",21.7,813,46.88,-113.32,1426.5,"MT","Lubrecht Flume",22.5
"USC00417944",21.6,814,31.3708,-100.4944,576.1,"TX","SAN ANGELO WFO",19.7
"USS0005M16S",21.5,815,37.85,-105.44,2941,"CO","Medano Pass",23.6
"USC00415821",21.4,816,34.7261,-100.5372,637,"TX","MEMPHIS",22.5
"USS0005G05S",21.4,817,42.28,-105.58,2407.9,"WY","Windy Peak",22.2
"USS0009F25S",21.3,818,43.28,-109.45,2935.2,"WY","Cold Springs",20.5
"USC00020678",21.2,819,35.2303,-111.8222,2179.9,"AZ","BELLEMONT WFO",24.1
"USS0005G04S",21.2,820,42.44,-105.86,2552.7,"WY","Laprele Creek",24.3
"USW00022010",21.1,821,29.3783,-100.9269,304.5,"TX","DEL RIO INTL AP",14.8
"USW00014929",21,822,45.4558,-98.4131,396.8,"SD","ABERDEEN",30.4
"USW00024025",21,823,44.3814,-100.2856,531,"SD","PIERRE RGNL AP",31
"USS0005M08S",21,824,37.35,-105.23,3310.1,"CO","Trinchera",23.5
"USC00397277",21,825,45.4528,-99.3358,559.3,"SD","ROSCOE",29.5
"US1COBO0072",21,826,40.0242,-105.2689,1638.9,"CO","BOULDER 1.3 NW",20.7
"USS0010F17S",20.9,827,43.13,-110.2,2417.1,"WY","East Rim Divide",21.1
"USS0021G03S",20.9,828,42.69,-121.43,1533.1,"OR","Taylor Butte",24.3
"USC00325638",20.7,829,47.8214,-101.2922,643.1,"ND","MAX",24.2
"USS0007F06S",20.7,830,43.47,-107.24,2606,"WY","Grave Springs",25.5
"USS0007H06S",20.7,831,41.4,-107.26,2392.7,"WY","Sage Creek Basin",23.3
"USS0019D03S",20.7,832,45.11,-119.5,1569.7,"OR","Madison Butte",23.3
"USC00254455",20.6,833,41.2097,-101.6706,1011.3,"NE","KINGSLEY DAM",24.4
"USW00024011",20.5,834,46.7708,-100.7603,505.4,"ND","BISMARCK",29.6
"USS0009S06S",20.5,835,33.69,-109.22,2435.4,"AZ","Beaver Head",25.9
"USS0009S07S",20.4,836,33.8,-109.15,2560.3,"AZ","Coronado Trail",21.3
"USS0013D26S",20.1,837,45.88,-113.33,1959.9,"MT","Calvert Creek",19.2
"USS0006K06S",20.1,838,39.3,-106.61,2651.8,"CO","Nast Lake",23.7
"USS0012P01S",20.1,839,35.26,-112.06,2164.1,"AZ","Chalender",29.4
"USC00325002",20,840,48.6272,-101.3764,490.7,"ND","LANSFORD",23.5
"USS0006L02S",20,841,38.82,-106.59,2926.1,"CO","Park Cone",23.1
"USW00026615",20,842,60.785,-161.8292,31.1,"AK","BETHEL AP",24.2
"USS0009F21S",19.9,843,43.11,-109.95,2542,"WY","New Fork Lake",23.1
"USW00023047",19.8,844,35.2333,-101.7089,1093.3,"TX","AMARILLO",25.9
"US1COEP0055",19.8,845,39.1125,-104.859,2214.1,"CO","MONUMENT 2.9 N",21.8
"USC00100803",19.7,846,42.3353,-111.385,1817.8,"ID","BERN",22.2
"US1MTDL0001",19.7,847,46.1661,-113.0853,1768.1,"MT","ANACONDA 7.4 NW",18.5
"USS0006N03S",19.7,848,36.96,-106.66,2560.3,"NM","Chamita",24.2
"USC00048587",19.7,849,39.5861,-122.5342,243.8,"CA","STONY GORGE RSVR",32
"USS0008P03S",19.6,850,35.23,-108.27,2578.6,"NM","Rice Park",21.4
"USW00026510",19.4,851,62.9575,-155.6103,101.5,"AK","MCGRATH AP",22.9
"USS0006K43S",19.4,852,39.03,-106.08,3157.7,"CO","Rough And Tumble",21.2
"USC00418232",19.4,853,33.6878,-101.9853,1011.3,"TX","SHALLOWATER",20.6
"USC00047851",19.4,854,35.3056,-120.6619,93.9,"CA","SAN LUIS OBISPO POLY",29.1
"USC00058793",19.3,855,37.3822,-102.2986,1212.5,"CO","WALSH 1 W",20
"USS0011P02S",19.2,856,35.27,-111.74,2240.3,"AZ","Fort Valley",20
"USS0017C06S",19.2,857,46.24,-117.39,1219.2,"WA","Sourdough Gulch",18.4
"US1TXLK0007",19.1,858,33.5172,-101.9681,1003.1,"TX","LUBBOCK 6.7 SW",22.8
"USW00023065",19,859,39.3669,-101.7,1112.8,"KS","GOODLAND",22.8
"USC00417079",18.8,860,34.1892,-101.7022,1027.2,"TX","PLAINVIEW",18.1
"USC00148287",18.8,861,37.5983,-101.2908,943.1,"KS","ULYSSES 3NE",16.1
"USC00417081",18.8,862,34.1981,-101.7461,1051.6,"TX","PLAINVIEW WTR PRODUCTN",16.8
"USC00414967",18.8,863,33.0642,-101.0489,694.9,"TX","LAKE ALAN HENRY",21.4
"USC00411000",18.7,864,35.5303,-102.2564,972.6,"TX","BOYS RCH",27.5
"USS0008F01S",18.7,865,43.66,-109.01,2735.6,"WY","Owl Creek",24.7
"USC00053652",18.7,866,38.6867,-105.3925,2717.3,"CO","GUFFEY 9SE",18.8
"USC00395381",18.6,867,45.8383,-101.2767,664.2,"SD","MC INTOSH 6 SE",29.6
"USS0005J12S",18.6,868,40.23,-105.92,2657.9,"CO","Stillwater Creek",18
"USW00023232",18.6,869,38.5069,-121.495,4.6,"CA","SACRAMENTO EXECUTIVE AP",24.9
"USC00142980",18.5,870,37.9931,-100.8122,880.9,"KS","GARDEN CITY EXP STN",17.5
"USS0018F01S",18.4,871,44.01,-118.84,1612.4,"OR","Rock Springs",24.9
"USW00024225",18.4,872,42.3811,-122.8722,395.3,"OR","MEDFORD ROGUE VLY AP",20.4
"USW00023042",18.4,873,33.6542,-101.8136,993.3,"TX","LUBBOCK",24.4
"USC00411128",18.3,874,33.1908,-102.2681,1005.8,"TX","BROWNFIELD #2",17
"USW00026617",18.2,875,64.5111,-165.44,4,"AK","NOME MUNI AP",26.7
"USC00252645",18.2,876,42.0628,-102.3172,1191.5,"NE","ELLSWORTH 2W",19.7
"USW00026451",18.2,877,61.1689,-150.0278,36.6,"AK","ANCHORAGE INTL AP",14.6
"USS0007S04S",18.2,878,33.36,-107.83,2590.8,"NM","Lookout Mountain",14.9
"USW00023234",18.1,879,37.6197,-122.3647,2.4,"CA","SAN FRANCISCO INTL AP",23.5
"US1COLR0259",17.9,880,40.5857,-105.1317,1560,"CO","FCL 2.5 W",18.5
"USC00413972",17.9,881,34.3697,-102.1175,1116.5,"TX","HART",17.6
"USC00415183",17.7,882,33.55,-102.3758,1071.1,"TX","LEVELLAND",13.1
"USC00291963",17.7,883,34.5989,-103.2161,1351.8,"NM","CLOVIS 13 N",24.8
"USC00416074",17.6,884,33.7186,-102.7586,1147.9,"TX","MORTON",17.3
"USC00244715",17.5,885,45.8728,-104.1583,940.6,"MT","KNOBS 4 SW",21.4
"USC00244558",17.5,886,48.3042,-114.2636,901.3,"MT","KALISPELL GLACIER AP",16.5
"US1WYSH0014",17.5,887,44.8122,-106.9763,1175.9,"WY","SHERIDAN 1.7 NW",19.6
"US1COLR0509",17.2,888,40.3926,-105.1587,1562.1,"CO","LOV 4.0 W",18.2
"USS0008S01S",17.2,889,33.74,-108.95,2438.4,"NM","Frisco Divide",19.2
"US1WYLM0036",17.2,890,41.1449,-104.7547,1825.1,"WY","CHEYENNE 2.0 E",18.6
"US1CASM0006",17.1,891,37.5488,-122.2587,2.1,"CA","FOSTER CITY 1.3 SW",20.6
"USW00022521",17,892,21.3239,-157.9294,2.1,"HI","HONOLULU INTL AP",16.7
"USC00481676",16.9,893,41.1517,-104.8061,1865.1,"WY","CHEYENNE WFO",18.4
"USW00024157",16.9,894,47.6217,-117.5281,717.2,"WA","SPOKANE INTL AP",15.5
"USW00024028",16.8,895,41.8706,-103.5931,1202.4,"NE","SCOTTSBLUFF HEILIG AP",19.6
"USS0006L06S",16.8,896,38.16,-106.6,3054.1,"CO","Cochetopa Pass",19.6
"US1TXMDL006",16.7,897,32.0063,-102.1463,868.4,"TX","MIDLAND 3.0 WSW",17.8
"USW00023051",16.7,898,36.4486,-103.1539,1511.8,"NM","CLAYTON MUNI AIR PK",13.5
"USC00459376",16.5,899,48.4742,-120.1886,533.1,"WA","WINTHROP 1 WSW",12.2
"USC00241938",16.5,900,45.6444,-109.2675,1097.9,"MT","COLUMBUS",22.6
"USC00058781",16.4,901,37.6303,-104.7956,1920.2,"CO","WALSENBURG 1 NW",16.2
