"id","average","total19","city","state"
"US1CASM0006",17.1,20.6,"San Mateo","CA"
"USW00022521",17,16.7,"Honolulu","HI"
"USC00481676",16.9,18.4,"Cheyenne","WY"
"USW00024157",16.9,15.5,"Spokane","WA"
"USW00024028",16.8,19.6,"Scottsbluff","NE"
"US1TXMDL006",16.7,17.8,"Midland","TX"
"USW00023051",16.7,13.5,"Clayton","NM"
"USC00459376",16.5,12.2,"Winthrop","WA"
"USC00241938",16.5,22.6,"Columbus","MT"
"USC00058781",16.4,16.2,"Walsenburg","CO"
"USC00418964",16.4,17.5,"Texline","TX"
"USC00054546",16.3,16,"Kim","CO"
"USW00024029",16.3,18.1,"Sheridan","WY"
"USW00024018",16.2,18.1,"Cheyenne","WY"
"USC00055236",16.2,15.1,"Loveland","CO"
"USW00024033",16,19.1,"Billings","MT"
"USW00023254",16,20.2,"Concord","CA"
"USW00094055",15.7,21.4,"Baker","MT"
"USW00024127",15.7,20.1,"Salt Lake City","UT"
"USW00093037",15.5,11.8,"Colorado Springs","CO"
"USW00023062",15.5,12.7,"Denver","CO"
"USW00094008",15.5,17.8,"Glasgow","MT"
"US1AZCH0017",15.5,16.7,"Sierra Vista","AZ"
"US1CASD0012",15.3,25.5,"Poway","CA"
"USS0009S04S",15.3,16.6,"McNary","AZ"
"USW00023190",15,24.1,"Goleta","CA"
"USC00040029",14.9,18.9,"Adin","CA"
"US1COLR0662",14.8,12.7,"Loveland","CO"
"USC00051743",14.6,14.1,"Collbran","CO"
"USW00003017",14.3,15.5,"Denver","CO"
"USW00024153",14.2,15.2,"Missoula","MT"
"US1IDBV0006",14.2,14.7,"Idaho Falls","ID"
"US1UTML0001",14.1,17.4,"Oak City","UT"
"USC00044997",14,17.6,"Livermore","CA"
"USW00023023",13.8,14.3,"Midland","TX"
"US1NMGR0027",13.8,14.5,"Cliff","NM"
"US1COBO0143",13.7,16.4,"Longmont","CO"
"USW00023237",13.5,17.1,"Stockton","CA"
"US1CALA0001",13.5,25.3,"Glendale","CA"
"USW00026411",13.4,16.4,"Fairbanks","AK"
"USW00024149",13.3,13.4,"Lewiston","ID"
"USW00094012",13.3,12.4,"Havre","MT"
"US1CARV0008",13.2,22.5,"Corona","CA"
"USW00024089",13.2,14.5,"Casper","WY"
"US1AZPM0111",13.2,16.6,"Tucson","AZ"
"USC00051294",13.1,12.7,"Canon City","CO"
"USW00024155",13.1,12.4,"Pendleton","OR"
"USC00054254",13,14.4,"Ignacio","CO"
"USW00093026",12.8,16.3,"McNeal","AZ"
"USW00023293",12.7,16.1,"San Jose","CA"
"USC00057033",12.6,14.4,"Rifle","CO"
"USC00051964",12.4,12.1,"Crestone","CO"
"USW00024131",12.3,14.6,"Boise","ID"
"USW00023233",12.1,14.3,"Salinas","CA"
"USW00093134",12,21.6,"Los Angeles","CA"
"USC00422592",12,12.9,"Escalante","UT"
"USW00024156",12,12.4,"Pocatello","ID"
"USW00023273",11.8,17.1,"Santa Maria","CA"
"USW00023009",11.5,11.3,"Roswell","NM"
"USW00023129",11.4,21.5,"Long Beach","CA"
"USW00023160",11.3,13.6,"Tucson","AZ"
"USW00093058",11.3,13.1,"Pueblo","CO"
"USC00262570",11.2,15.8,"Elko","NV"
"USW00093209",11.1,17.3,"Paso Robles","CA"
"USC00042805",11,19,"Lake Elsinore","CA"
"USC00487105",11,13.2,"Casper","WY"
"US1NVWH0011",10.8,14.5,"Reno","NV"
"USW00094185",10.6,14.7,"Burns","OR"
"US1NVWH0002",10.6,14.4,"Reno","NV"
"USW00023174",10.6,18.7,"Los Angeles","CA"
"USW00024121",10.6,14.8,"Elko","NV"
"USW00093193",10.5,12.4,"Fresno","CA"
"USC00487760",10.5,11.2,"Riverton","WY"
"US1NMBR0034",10,11.9,"Albuquerque","NM"
"USW00003170",9.9,13.7,"Eureka","NV"
"USW00023188",9.6,15.3,"San Diego","CA"
"USW00024138",9.6,8.8,"Dillon","MT"
"USC00029464",9.6,14.7,"Wittmann","AZ"
"US1NMBR0148",9.6,11,"Albuquerque","NM"
"USC00290231",9.3,8.5,"Albuquerque","NM"
"USC00297477",9.2,10.2,"Rio Rancho","NM"
"USW00023066",9.2,8.6,"Grand Junction","CO"
"USW00024128",9,10.2,"Winnemucca","NV"
"US1NMDA0116",9,8.4,"Las Cruces","NM"
"USC00052184",8.8,12.2,"Monte Vista","CO"
"USW00023044",8.4,8.1,"El Paso","TX"
"USW00024243",8.3,8.6,"Yakima","WA"
"USC00483396",8.2,8.5,"Kemmerer","WY"
"USC00483031",8.1,11.4,"Greybull","WY"
"USW00023185",8.1,11.2,"Reno","NV"
"USW00023050",8.1,8.8,"Albuquerque","NM"
"USC00027187",8,11.3,"Eloy","AZ"
"USC00297481",7.9,8.3,"Rio Rancho","NM"
"USW00023194",7.5,7,"Winslow","AZ"
"USW00023183",6.9,5.9,"Phoenix","AZ"
"USW00023155",6,9.1,"Bakersfield","CA"
"USW00023179",4.6,8.5,"Needles","CA"
"USW00023169",4,6.9,"Las Vegas","NV"
