"id","average","total19","city","state"
"US1TNRD0001",57.2,69,"Murfreesboro","TN"
"US1INDB0001",56.9,68.2,"Huntingburg","IN"
"USC00365344",56.7,56.7,"Mahanoy City","PA"
"USC00155097",56.6,64.9,"Park City","KY"
"US1KYTD0002",56.5,61.2,"Guthrie","KY"
"US1GACW0002",56.5,55,"Sharpsburg","GA"
"USW00013893",56.4,73.7,"Memphis","TN"
"USC00154958",56.2,59.2,"Louisville","KY"
"USW00013882",56.2,63.2,"Chattanooga","TN"
"USW00003811",56.1,66.2,"Jackson","TN"
"USC00414325",56.1,55.2,"Sugar Land","TX"
"US1GACW0009",55.8,56.9,"Newnan","GA"
"USW00013876",55.7,52.6,"Birmingham","AL"
"USC00178792",55.7,61,"Topsfield","ME"
"USW00013942",55.7,61.7,"Monroe","LA"
"USW00003952",55.6,66.2,"North Little Rock","AR"
"USW00003889",55.6,57.6,"Jackson","KY"
"USW00003856",55.4,61.6,"Madison","AL"
"US1GAFT0019",54.8,55.2,"Atlanta","GA"
"US1PABR0002",54.7,66.6,"Reading","PA"
"USC00301625",54.6,54.9,"Colden","NY"
"USC00085359",54.5,57.1,"Marco Island","FL"
"USW00013880",54.4,49.5,"Charleston Afb","SC"
"USW00012842",54.3,60.8,"Tampa","FL"
"USW00093820",54.3,56.1,"Lexington","KY"
"USW00013891",54.2,64.3,"Alcoa","TN"
"US1INOW0009",54.1,65.1,"Spencer","IN"
"USC00166584",54,60.8,"Natchitoches","LA"
"USC00450482",53.9,40.6,"Battle Ground","WA"
"USW00003816",53.8,70.3,"West Paducah","KY"
"US1INWK0005",53.8,66.5,"Boonville","IN"
"USC00382735",53.8,58.1,"Edisto Island","SC"
"USW00013963",53.7,60.5,"Little Rock","AR"
"USW00003812",53.6,57.2,"Fletcher","NC"
"USC00065445",53.5,53.3,"Norfolk","CT"
"USC00190736",53.4,57.2,"Milton","MA"
"USW00013897",53.2,64.3,"Nashville","TN"
"USW00093808",53.1,62.1,"Bowling Green","KY"
"USW00012918",52.9,55.1,"Houston","TX"
"USC00195984",52.8,58.8,"Norton","MA"
"USW00093821",52.2,53.3,"Louisville","KY"
"USC00171131",52.2,57.8,"Cape Neddick","ME"
"USC00443375",52.1,48.7,"Buena Vista","VA"
"USW00024227",52.1,37.1,"Olympia","WA"
"US1NCWK0013",52.1,50.2,"Raleigh","NC"
"USC00185934",52,48.2,"Manchester","MD"
"USC00193624",52,62.3,"Hingham","MA"
"US1NCNS0002",51.6,48,"Nashville","NC"
"USC00448192",51.5,49.8,"Suffolk","VA"
"USW00003870",51.5,51.9,"Greer","SC"
"USC00173862",51.3,53.5,"Hollis Center","ME"
"USW00013874",51.2,43.8,"Atlanta","GA"
"US1DENC0002",51.1,51.6,"Newark","DE"
"USW00012960",51.1,52,"Houston","TX"
"USC00360868",51,54.4,"Bradford","PA"
"USW00014737",50.9,60.7,"Catasauqua","PA"
"USW00094728",50.8,53.1,"New York","NY"
"USW00013895",50.6,47.7,"Montgomery","AL"
"USC00368361",50.6,51,"Springboro","PA"
"USW00094746",50.6,54.8,"Worcester","MA"
"USW00012834",50.4,59,"Daytona Beach","FL"
"USS0022F18S",50.3,44.9,"Chemult","OR"
"USC00091500",50.2,43,"Camilla","GA"
"USW00013873",50.1,46.3,"Athens","GA"
"USC00175736",50,51.5,"New Sharon","ME"
"US1DENC0010",49.9,48.4,"Wilmington","DE"
"USS0015B02S",49.9,37.8,"Mullan","ID"
"USW00093718",49.9,56,"North Myrtle Beach","SC"
"USW00012816",49.9,49.7,"Gainesville","FL"
"USC00178817",49.8,51.4,"Turner","ME"
"USC00361810",49.8,55.4,"Coudersport","PA"
"USC00387687",49.7,41.8,"Pendleton","SC"
"USW00012815",49.7,48,"Orlando","FL"
"US1FLLK0003",49.7,48.6,"Groveland","FL"
"US1NHMR0006",49.7,49.9,"Danbury","NH"
"US1INDV0001",49.6,62,"Washington","IN"
"USC00170409",49.6,54.4,"Bath","ME"
"USW00013889",49.5,46.4,"Jacksonville","FL"
"USC00172048",49.4,52.7,"Durham","ME"
"USC00300321",49.4,50.5,"Auburn","NY"
"USW00014764",49.3,52.2,"Portland","ME"
"USW00093814",49.3,52.8,"Hebron","KY"
"USC00317845",49.2,52.6,"Shelby","NC"
"USW00093842",49.2,49,"Columbus","GA"
"USW00012838",49.1,55.7,"Melbourne","FL"
"USW00003860",49.1,49.4,"Huntington","WV"
"USW00014765",48.9,52,"Warwick","RI"
"USC00353971",48.9,43.1,"Sweet Home","OR"
"USW00014711",48.7,47.9,"Middletown","PA"
"USC00367732",48.7,49.1,"Brogue","PA"
"USC00317202",48.6,49.7,"Reidsville","NC"
"USW00014734",48.5,58.6,"Elizabeth","NJ"
"USW00013722",48.5,43,"Morrisville","NC"
"USW00053860",48.3,47.6,"Jacksonville","FL"
"USW00014740",48.3,52.5,"Windsor Locks","CT"
"USC00319675",48.2,47,"Yadkinville","NC"
"USC00235027",48.2,60.5,"Lockwood","MO"
"USW00013866",48.2,46.9,"Charleston","WV"
"US1INHN0011",48.2,50.5,"Fortville","IN"
"USC00314996",48.2,53.9,"Lincolnton","NC"
"USC00406534",48.2,57.6,"Newport","TN"
"USW00013957",48,42.9,"Shreveport","LA"
"USW00013964",48,67.5,"Fort Smith","AR"
"USC00446475",48,46.4,"Painter","VA"
"USW00003962",47.9,52.4,"Bismarck","AR"
"USS0021C28S",47.7,33.8,"Naches","WA"
"USW00093987",47.7,41.7,"Diboll","TX"
"US1NCGL0008",47.6,51.8,"Greensboro","NC"
"USW00013786",47.6,55,"Elizabeth City","NC"
"USW00013781",47.5,48,"New Castle","DE"
"USW00012923",47.4,59.3,"Galveston","TX"
"USW00093721",47.3,38.2,"Hanover","MD"
"US1ILSC0003",47.3,54.8,"Belleville","IL"
"USC00193276",47.3,50.2,"Groveland","MA"
"USS0013A27S",47.1,40.9,"Cut Bank","MT"
"USW00093720",46.9,36.9,"Salisbury","MD"
"USC00272302",46.9,45.7,"Milford","NH"
"USW00003822",46.7,51.4,"Savannah","GA"
"USW00004781",46.7,48.8,"Ronkonkoma","NY"
"USC00190120",46.6,45,"Amherst","MA"
"USC00351897",46.5,42.2,"Cottage Grove","OR"
"US1MOFSA065",46.5,53.9,"Salem","MO"
"USC00237263",46.3,50.5,"Rolla","MO"
"USC00313555",46.3,52.4,"Graham","NC"
"US1ILWL0051",46.2,63.7,"Plainfield","IL"
"USW00013877",46.1,56,"Blountville","TN"
"USW00014732",46.1,50.9,"East Elmhurst","NY"
"USW00014778",46,48.7,"Montoursville","PA"
"USW00013741",45.8,42.6,"Roanoke","VA"
"USW00013971",45.8,57,"Harrison","AR"
"USC00274234",45.7,52.6,"Hudson","NH"
"USW00003813",45.7,44.6,"Macon","GA"
"USW00013723",45.7,52,"Greensboro","NC"
"USC00368469",45.6,54.7,"Austin","PA"
"USW00004725",45.6,44,"Johnson City","NY"
"USC00307705",45.6,44,"Sherburne","NY"
"USW00013740",45.6,42.9,"Richmond","VA"
"USW00014860",45.6,40.4,"Erie","PA"
"USC00128784",45.5,40.4,"Tipton","IN"
"USS0005J37S",45.5,44.7,"Bellvue","CO"
"USW00013883",45.5,42.3,"West Columbia","SC"
"USW00094702",45.5,51.1,"Stratford","CT"
"USC00441955",45.5,45.9,"Concord","VA"
"USS0015C05S",45.4,41.4,"Pierce","ID"
"US1OHMD0002",45.4,43.6,"Brunswick","OH"
"USW00013736",45.2,45.1,"Morgantown","WV"
"USC00444148",45.2,47.9,"Huddleston","VA"
"USW00094789",45.1,52,"Springfield Gardens","NY"
"USW00013995",45.1,54.5,"Springfield","MO"
"USW00013881",45.1,54.1,"Charlotte","NC"
"USW00003872",45.1,44.1,"Beaver","WV"
"USW00093739",45.1,46.7,"Horntown","VA"
"USW00014852",45,49.8,"Vienna","OH"
"USW00093846",44.9,39.4,"Anderson","SC"
"USC00125407",44.8,52.5,"Martinsville","IN"
"US1OHFR0003",44.6,42.2,"Columbus","OH"
"USC00369408",44.5,47.8,"Wellsboro","PA"
"USC00330279",44.5,52.1,"Athens","OH"
"USC00367409",44.5,47.4,"Renovo","PA"
"USW00003901",44.5,48.3,"Longview","TX"
"USW00014895",44.4,44.3,"Canton","OH"
"USW00014820",44.3,40,"Cleveland","OH"
"USW00093819",44.2,47.2,"Indianapolis","IN"
"USC00117457",44.2,56.8,"Romeoville","IL"
"USW00013994",44.1,54,"Bridgeton","MO"
"USW00014607",44,41.6,"Caribou","ME"
"USC00360132",44,44.8,"Duncansville","PA"
"US1OHPT0012",43.9,51.9,"Mogadore","OH"
"USC00440766",43.9,42.7,"Blacksburg","VA"
"USC00368449",43.8,41.5,"State College","PA"
"USC00441159",43.7,43.2,"Buena Vista","VA"
"USW00014821",43.7,44,"Columbus","OH"
"USC00231801",43.6,46.5,"Columbia","MO"
"USW00014891",43.5,47.9,"Mansfield","OH"
"USW00004751",43.5,44.8,"Lewis Run","PA"
"US1MDAL0002",43.5,43,"Cumberland","MD"
"USW00014745",43.4,45.2,"Concord","NH"
"US1ILGY0001",43.4,60.3,"Morris","IL"
"USW00013878",43.1,44.4,"Saint Simons Island","GA"
"USW00013733",43.1,39.1,"Lynchburg","VA"
"USC00211198",42.8,47.9,"Caledonia","MN"
"USC00315356",42.7,47.3,"Marshall","NC"
"US1ILWD0005",42.6,56.1,"Morrison","IL"
"USW00014606",42.6,52,"Bangor","ME"
"USW00003820",42.5,50.9,"Augusta","GA"
"USW00094823",42.5,52.5,"Coraopolis","PA"
"USW00013743",42.4,42.4,"Arlington","VA"
"USC00437054",42.4,47.5,"Saint Johnsbury","VT"
"USC00369823",42.4,47,"Bedford","PA"
"US1ILCN0003",42.2,51.5,"Assumption","IL"
"USC00442044",42.1,38.2,"Covington","VA"
"USC00474790",42.1,52.8,"Lodi","WI"
"USW00024233",42.1,33.9,"Seattle","WA"
"USC00464840",42,39.5,"Keyser","WV"
"USS0020L02S",41.9,52.6,"Tahoma","CA"
"USW00014733",41.6,47.8,"Buffalo","NY"
"USW00094860",41.6,51.4,"Grand Rapids","MI"
"USW00093815",41.5,43,"Vandalia","OH"
"USW00094908",41.5,54.9,"Dubuque","IA"
"USC00304996",41.4,41.4,"Malone","NY"
"USW00094846",41.4,49.6,"Elk Grove Village","IL"
"USC00115961",41.2,54.2,"Mundelein","IL"
"USW00003904",41.2,36.3,"College Station","TX"
"US1OHSN0003",41.1,45.8,"Tiffin","OH"
"USW00024213",41.1,44,"Eureka","CA"
"USW00003947",41.1,53.2,"Kansas City","MO"
"USW00014827",41.1,39.1,"Fort Wayne","IN"
"USW00014842",41.1,50.8,"Peoria","IL"
"US1IASR0002",41.1,40.1,"Ames","IA"
"US1MIIN0001",41,49.9,"Saranac","MI"
"USC00476827",40.9,52.3,"Prairie Du Chien","WI"
"USS0020K27S",40.9,53.9,"Tahoe City","CA"
"USW00014605",40.9,42.9,"Augusta","ME"
"USC00474937",40.8,54.8,"Eastman","WI"
"USC00476718",40.7,47.3,"Portage","WI"
"US1VASH0002",40.7,40.5,"Strasburg","VA"
"USW00024232",40.7,30.9,"Salem","OR"
"USC00114710",40.6,50.9,"Kewanee","IL"
"USW00093822",40.5,49.4,"Springfield","IL"
"USC00478540",40.5,48.3,"Beaver Dam","WI"
"USW00013972",40.4,42.6,"Tyler","TX"
"US1OHDR0001",40.4,42.2,"Bradford","OH"
"USC00436995",40.4,45.7,"Rutland","VT"
"USC00208774",40.3,51.8,"Wellston","MI"
"US1OHSM0005",40.3,44.8,"Cuyahoga Falls","OH"
"USC00231580",40.2,55.4,"Chillicothe","MO"
"USC00336405",40.2,44.3,"Pandora","OH"
"USS0007M33S",40.2,46.7,"Silverton","CO"
"USW00013870",39.9,34.2,"Alma","GA"
"USS0007K06S",39.9,48.3,"Cedaredge","CO"
"USW00094290",39.8,31.3,"Seattle","WA"
"US1INEL0008",39.8,42.9,"Goshen","IN"
"USW00014923",39.8,49.6,"Moline","IL"
"USW00014742",39.8,43.5,"South Burlington","VT"
"USW00012836",39.7,35.4,"Key West","FL"
"USC00470124",39.7,52.8,"Alma","WI"
"USW00014837",39.6,46.4,"Madison","WI"
"USC00471078",39.6,50.1,"Brodhead","WI"
"USC00200230",39.6,45.5,"Ann Arbor","MI"
"US1IAWB0005",39.5,40.2,"Badger","IA"
"USW00094822",39.3,49.4,"Rockford","IL"
"USC00472973",39.3,50.1,"Friendship","WI"
"USC00200758",39.2,42.7,"Frankfort","MI"
"USC00200228",39,44.9,"Ann Arbor","MI"
"USW00014933",39,49.4,"Des Moines","IA"
"USC00115079",39,45.7,"Lincoln","IL"
"USW00014840",39,48,"Muskegon","MI"
"USC00475581",38.9,48.4,"Montello","WI"
"USC00470045",38.9,49.9,"Janesville","WI"
"USC00203096",38.8,47.3,"Gaylord","MI"
"USW00024152",38.8,35.5,"Meacham","OR"
"USW00012935",38.8,37.7,"Palacios","TX"
"USW00013968",38.8,59.6,"Tulsa","OK"
"USC00118684",38.8,44.1,"Tuscola","IL"
"USC00476200",38.7,41.9,"Oconomowoc","WI"
"USC00470265",38.7,49,"Appleton","WI"
"USC00043578",38.6,45,"Sebastopol","CA"
"USW00013960",38.5,39.6,"Dallas","TX"
"USW00014920",38.5,44.7,"La Crosse","WI"
"USW00024229",38.4,26.7,"Portland","OR"
"USC00331042",38.4,47.3,"Bryan","OH"
"US1IAGT0001",38.4,37.2,"Jamaica","IA"
"USW00014897",38.2,48.1,"Wausau","WI"
"USC00368868",38.1,39.3,"Tioga","PA"
"USC00142401",38,53.1,"El Dorado","KS"
"USW00094910",38,41.9,"Waterloo","IA"
"USW00013967",38,45.4,"Oklahoma City","OK"
"USS0020K13S",38,51.5,"Truckee","CA"
"US1TXCRL003",37.7,38.2,"Kempner","TX"
"US1OKCV0032",37.7,40.5,"Norman","OK"
"USC00361838",37.6,42.3,"Lawrenceville","PA"
"USS0007J05S",37.6,47.4,"Meeker","CO"
"USW00014847",37.6,46.2,"Sault Sainte Marie","MI"
"USS0005J10S",37.5,36.1,"Grand Lake","CO"
"USW00094830",37.5,44.6,"Swanton","OH"
"USW00014925",37.5,55.2,"Rochester","MN"
"USC00346386",37.4,41,"Norman","OK"
"USC00413285",37.3,36.6,"Fort Worth","TX"
"USW00014750",37.3,44.1,"Queensbury","NY"
"USW00013958",37.3,31.9,"Austin","TX"
"USC00130200",37.2,36.1,"Boone","IA"
"USC00132171",37.2,35.8,"Denison","IA"
"USS0006H24S",37.1,38.7,"Laramie","WY"
"USW00024221",37.1,36.3,"Eugene","OR"
"USC00475364",37,43,"Merrill","WI"
"USS0006H13S",36.9,38.3,"Centennial","WY"
"US1KSSG0002",36.9,44.8,"Wichita","KS"
"USW00013996",36.8,48.8,"Topeka","KS"
"USS0020L10S",36.8,42,"South Lake Tahoe","CA"
"USW00014991",36.7,44.1,"Eau Claire","WI"
"USC00410433",36.7,28.9,"Austin","TX"
"USW00013904",36.6,29.1,"Austin","TX"
"USW00094847",36.6,36.4,"Romulus","MI"
"USW00003927",36.5,34.5,"Irving","TX"
"USW00014768",36.5,34.5,"Rochester","NY"
"USC00471064",36.4,43.7,"Brillion","WI"
"US1KSSG0020",36.4,44,"Wichita","KS"
"USC00257545",36.2,49.1,"Salem","NE"
"USW00013959",36.2,33,"Waco","TX"
"USS0006J01S",36.2,40.4,"Steamboat Springs","CO"
"USC00201468",36.1,40.7,"Charlevoix","MI"
"USW00014898",36.1,48.6,"Green Bay","WI"
"USC00412585",35.9,34.5,"Austin","TX"
"USC00418862",35.8,34.1,"Taylor","TX"
"USC00144972",35.8,52.8,"Manhattan","KS"
"USC00253467",35.8,43.3,"Omaha","NE"
"USS0006M22S",35.8,47.4,"Antonito","CO"
"USW00014839",35.8,46,"Milwaukee","WI"
"USS0005J39S",35.7,35.2,"Estes Park","CO"
"US1KSSG0003",35.7,41.2,"Wichita","KS"
"USC00204161",35.2,39,"Lake Linden","MI"
"US1SDMH0020",35.1,44.8,"Sioux Falls","SD"
"USW00013961",35,31.8,"Fort Worth","TX"
"USC00257800",34.8,50.6,"Verdon","NE"
"USC00473930",34.7,48.7,"Jackson","WI"
"USC00145132",34.6,48.7,"Mc Farland","KS"
"USW00003928",34.5,42.1,"Wichita","KS"
"USC00258395",34.4,38.6,"Syracuse","NE"
"USW00014922",34.3,43.2,"Minneapolis","MN"
"USC00472055",34.3,44.7,"Denmark","WI"
"RQC00663532",34.2,20.8,"Ensenada","PR"
"USS0005K05S",34.1,32.2,"Silverthorne","CO"
"USW00023213",34.1,52,"Windsor","CA"
"USC00253050",33.8,40.4,"Fremont","NE"
"USW00014942",33.7,40,"Omaha","NE"
"USW00014826",33.5,37.4,"Flint","MI"
"USW00012921",33.3,22.1,"San Antonio","TX"
"USC00204090",32.8,39.3,"Kingsford","MI"
"USS0018E05S",32.8,31.3,"Portland","OR"
"USS0005J06S",32.7,32.8,"Red Feather Lakes","CO"
"USC00250435",32.7,38,"Brownville","NE"
"USW00094725",32.6,34.3,"Massena","NY"
"USC00141467",32.6,41.4,"Cheney","KS"
"USC00415429",32.5,26.6,"Luling","TX"
"USW00014845",32.5,34.4,"Freeland","MI"
"USC00258465",32.5,42.7,"Tecumseh","NE"
"USS0008M06S",32.5,39.3,"Dolores","CO"
"USW00014939",32.3,36.1,"Lincoln","NE"
"USW00014913",32.3,34.3,"Duluth","MN"
"USC00259200",32.3,31.5,"West Point","NE"
"USW00094849",32.1,36.6,"Alpena","MI"
"USC00340215",32,41.7,"Ames","OK"
"US1TXWO0010",32,23.6,"Adkins","TX"
"USW00014926",32,41.9,"Saint Cloud","MN"
"USW00024257",31.9,43.1,"Redding","CA"
"USS0005J41S",31.9,28.4,"Nederland","CO"
"USW00094814",31.9,38.1,"Houghton Lake","MI"
"USC00259513",31.9,39.6,"Benedict","NE"
"USW00014943",31.7,33.9,"Sioux City","IA"
"USS0005J42S",31.7,30.1,"Nederland","CO"
"USS0007K02S",31.3,33.7,"Meeker","CO"
"USS0011H07S",31.2,31,"Garden City","UT"
"USS0007M27S",31.1,34.7,"Ironton","CO"
"USS0006K01S",31,35.1,"Alma","CO"
"USS0014F12S",30.9,31.6,"Ketchum","ID"
"USC00148950",30.8,36.8,"Windom","KS"
"USW00094911",30.7,34.9,"Yankton","SD"
"USC00344019",30.6,40.8,"Helena","OK"
"US1KSJW0001",30.5,39.3,"Webber","KS"
"USW00014944",30.4,39.6,"Sioux Falls","SD"
"USW00013980",30.4,42.4,"Anthony","KS"
"USS0007M05S",30.3,39.9,"Durango","CO"
"USW00012924",30.3,25.6,"Corpus Christi","TX"
"USC00252037",30.1,33.2,"Crofton","NE"
"USS0006J15S",30,30.9,"Clark","CO"
"USC00253065",30,41.9,"Friend","NE"
"USC00417327",29.8,31.9,"Putnam","TX"
"USC00412011",29.6,24.6,"Corpus Christi","TX"
"US1MTPK0007",29.3,33.7,"Livingston","MT"
"USS0005J18S",29.2,29.1,"Allenspark","CO"
"USS0006K16S",28.9,31.9,"Alma","CO"
"USC00141179",28.9,38.8,"Burr Oak","KS"
"USC00253175",28.7,38.9,"Geneva","NE"
"USC00253660",28.5,35.5,"Hastings","NE"
"USS0006K24S",28.4,28.9,"Frisco","CO"
"USW00013966",28.1,27.5,"Sheppard Afb","TX"
"USC00420819",28.1,32.3,"Bountiful","UT"
"USC00045915",28.1,32.7,"Walnut Creek","CA"
"USS0006K44S",28,32.3,"Avon","CO"
"USS0007K13S",27.9,28.7,"Meeker","CO"
"USS0007M35S",27.9,38.1,"Durango","CO"
"USW00003957",27.8,32.5,"Medicine Lodge","KS"
"USC00395481",27.7,36.5,"Menno","SD"
"USW00094949",27.7,35.2,"Hastings","NE"
"USC00411920",27.6,21.3,"Comfort","TX"
"US1WASJ0003",27.3,24.2,"Orcas","WA"
"USW00014935",27.3,39.7,"Grand Island","NE"
"USW00012919",27.2,22.9,"Brownsville","TX"
"USS0011R05S",27,33.3,"Happy Jack","AZ"
"USS0010D07S",26.9,28.9,"Livingston","MT"
"USC00342944",26.9,33.4,"Erick","OK"
"US1COBO0202",26.8,27.2,"Ward","CO"
"US1SDMN0001",26.8,42.1,"Fulton","SD"
"USW00014941",26.7,27.1,"Norfolk","NE"
"US1TXTY0005",26.6,26.8,"Merkel","TX"
"USC00147542",26.6,26.3,"Smith Center","KS"
"USC00413508",26.6,18.6,"George West","TX"
"USS0005K27S",26.6,24.6,"Idaho Springs","CO"
"USC00417873",26.6,22.8,"Uvalde","TX"
"USW00013962",26.2,23.2,"Abilene","TX"
"USC00480140",26.2,27.4,"Alta","WY"
"USS0003E05S",26.1,25.3,"Lead","SD"
"USS0005J11S",26.1,25.7,"Bellvue","CO"
"USS0006K45S",26,29.2,"Avon","CO"
"USS0006K12S",25.9,26.4,"Parshall","CO"
"USS0013D10S",25.7,20.6,"Dillon","MT"
"USC00250050",25.5,37.3,"Ainsworth","NE"
"USC00252560",25.3,28.7,"Arapahoe","NE"
"USS0008G03S",25.2,23.1,"Lander","WY"
"USS0006G01S",25.1,27,"Casper","WY"
"USC00057317",25,25,"Rye","CO"
"USC00143527",24.6,31,"Hays","KS"
"USS0006K30S",24.3,26.7,"Meredith","CO"
"US1SDPN0002",24.3,39.1,"Rapid City","SD"
"USS0006H19S",24.2,21.5,"Saratoga","WY"
"USS0012P02S",23.9,30.2,"Williams","AZ"
"USS0006K14S",23.8,25.5,"Silverthorne","CO"
"USW00014936",23.8,37.4,"Huron","SD"
"USS0005N04S",23.6,23.4,"Vadito","NM"
"USC00410394",23.4,29.8,"Aspermont","TX"
"USW00014914",23.4,31.3,"Fargo","ND"
"USS0014F19S",22.9,25.6,"Rexburg","ID"
"USC00056205",22.9,24.5,"Ouray","CO"
"USW00003103",22.8,26.1,"Flagstaff","AZ"
"USW00023007",22.7,22.4,"Childress","TX"
"USC00146637",22.7,26.7,"Quinter","KS"
"USW00013985",22.6,22.9,"Dodge City","KS"
"USC00140365",22.6,28.4,"Ashland","KS"
"USW00024023",22.4,28.9,"North Platte","NE"
"USC00412121",22.4,20.1,"Crosbyton","TX"
"USW00014916",22.2,28.1,"Grand Forks","ND"
"USC00418818",22.2,18.3,"Tahoka","TX"
"USW00023034",22.1,17.7,"San Angelo","TX"
"US1CACC0001",21.7,26.3,"Martinez","CA"
"USW00024020",21.7,27.8,"Hayes Center","NE"
"USC00394516",21.7,35.8,"Kennebec","SD"
"USC00417944",21.6,19.7,"San Angelo","TX"
"USC00415821",21.4,22.5,"Memphis","TX"
"USC00020678",21.2,24.1,"","AZ"
"USW00022010",21.1,14.8,"Del Rio","TX"
"USW00014929",21,30.4,"Aberdeen","SD"
"USW00024025",21,31,"Pierre","SD"
"USC00397277",21,29.5,"Roscoe","SD"
"US1COBO0072",21,20.7,"Boulder","CO"
"USS0010F17S",20.9,21.1,"Bondurant","WY"
"USC00325638",20.7,24.2,"Max","ND"
"USC00254455",20.6,24.4,"Ogallala","NE"
"USW00024011",20.5,29.6,"Bismarck","ND"
"USS0009S06S",20.5,25.9,"Morenci","AZ"
"USS0006K06S",20.1,23.7,"Meredith","CO"
"USS0012P01S",20.1,29.4,"Williams","AZ"
"USC00325002",20,23.5,"Lansford","ND"
"USW00026615",20,24.2,"Bethel Airport","AK"
"USW00023047",19.8,25.9,"Amarillo","TX"
"US1COEP0055",19.8,21.8,"Monument","CO"
"USC00100803",19.7,22.2,"Bern","ID"
"US1MTDL0001",19.7,18.5,"Anaconda","MT"
"USC00048587",19.7,32,"Elk Creek","CA"
"USC00418232",19.4,20.6,"Shallowater","TX"
"USC00047851",19.4,29.1,"San Luis Obispo","CA"
"USC00058793",19.3,20,"Walsh","CO"
"USS0011P02S",19.2,20,"Flagstaff","AZ"
"US1TXLK0007",19.1,22.8,"Lubbock","TX"
"USW00023065",19,22.8,"Goodland","KS"
"USC00417079",18.8,18.1,"Plainview","TX"
"USC00148287",18.8,16.1,"Ulysses","KS"
"USC00417081",18.8,16.8,"Plainview","TX"
"USC00414967",18.8,21.4,"Justiceburg","TX"
"USC00411000",18.7,27.5,"Boys Ranch","TX"
"USC00053652",18.7,18.8,"Canon City","CO"
"USW00023232",18.6,24.9,"Sacramento","CA"
"USC00142980",18.5,17.5,"Garden City","KS"
"USW00024225",18.4,20.4,"Central Point","OR"
"USW00023042",18.4,24.4,"Lubbock","TX"
"USC00411128",18.3,17,"Brownfield","TX"
"USC00252645",18.2,19.7,"Ellsworth","NE"
"USW00026451",18.2,14.6,"Anchorage","AK"
"US1COLR0259",17.9,18.5,"Fort Collins","CO"
"USC00413972",17.9,17.6,"Hart","TX"
"USC00415183",17.7,13.1,"Levelland","TX"
"USC00291963",17.7,24.8,"Clovis","NM"
"USC00416074",17.6,17.3,"Morton","TX"
"USC00244715",17.5,21.4,"Ekalaka","MT"
"USC00244558",17.5,16.5,"Kalispell","MT"
"US1WYSH0014",17.5,19.6,"Sheridan","WY"
"US1COLR0509",17.2,18.2,"Loveland","CO"
"US1WYLM0036",17.2,18.6,"Cheyenne","WY"
