"id","average","total19","city","state"
"USC00244715",4449,5443,"Ekalaka","MT"
"USC00244558",4445.8,4201,"Kalispell","MT"
"US1WYSH0014",4433.5,4969,"Sheridan","WY"
"US1COLR0509",4369.2,4632,"Loveland","CO"
"US1WYLM0036",4363,4727,"Cheyenne","WY"
"US1CASM0006",4340.6,5240,"San Mateo","CA"
"USW00022521",4308,4233,"Honolulu","HI"
"USC00481676",4294,4666,"Cheyenne","WY"
"USW00024157",4281.9,3935,"Spokane","WA"
"USW00024028",4277.9,4971,"Scottsbluff","NE"
"US1TXMDL006",4253.3,4516,"Midland","TX"
"USW00023051",4251.5,3427,"Clayton","NM"
"USC00459376",4194.7,3102,"Winthrop","WA"
"USC00241938",4182,5745,"Columbus","MT"
"USC00058781",4164.4,4120,"Walsenburg","CO"
"USC00418964",4153.3,4452,"Texline","TX"
"USC00054546",4136.2,4073,"Kim","CO"
"USW00024029",4134.5,4589,"Sheridan","WY"
"USW00024018",4124.8,4585,"Cheyenne","WY"
"USC00055236",4121.8,3840,"Loveland","CO"
"USW00024033",4066.1,4862,"Billings","MT"
"USW00023254",4052.8,5125,"Concord","CA"
"USW00094055",3998.2,5425,"Baker","MT"
"USW00024127",3992.5,5112,"Salt Lake City","UT"
"USW00093037",3948.9,2994,"Colorado Springs","CO"
"USW00023062",3935.9,3219,"Denver","CO"
"USW00094008",3932.8,4513,"Glasgow","MT"
"US1AZCH0017",3929,4243,"Sierra Vista","AZ"
"US1CASD0012",3887.3,6488,"Poway","CA"
"USS0009S04S",3883.8,4228,"McNary","AZ"
"USW00023190",3812.9,6127,"Goleta","CA"
"USC00040029",3775.2,4803,"Adin","CA"
"US1COLR0662",3753.9,3215,"Loveland","CO"
"USC00051743",3703.6,3573,"Collbran","CO"
"USW00003017",3626.3,3947,"Denver","CO"
"USW00024153",3610.9,3851,"Missoula","MT"
"US1IDBV0006",3610.6,3738,"Idaho Falls","ID"
"US1UTML0001",3574.8,4425,"Oak City","UT"
"USC00044997",3552.6,4470,"Livermore","CA"
"USW00023023",3509.4,3630,"Midland","TX"
"US1NMGR0027",3496.1,3693,"Cliff","NM"
"US1COBO0143",3484.3,4174,"Longmont","CO"
"USW00023237",3423.8,4331,"Stockton","CA"
"US1CALA0001",3421.7,6430,"Glendale","CA"
"USW00026411",3396.9,4176,"Fairbanks","AK"
"USW00024149",3379.9,3411,"Lewiston","ID"
"USW00094012",3373.7,3142,"Havre","MT"
"US1CARV0008",3355.8,5710,"Corona","CA"
"USW00024089",3349.4,3687,"Casper","WY"
"US1AZPM0111",3343.7,4223,"Tucson","AZ"
"USC00051294",3330.4,3219,"Canon City","CO"
"USW00024155",3330.4,3145,"Pendleton","OR"
"USC00054254",3313.9,3659,"Ignacio","CO"
"USW00093026",3249.6,4137,"McNeal","AZ"
"USW00023293",3213.1,4092,"San Jose","CA"
"USC00057033",3202.5,3654,"Rifle","CO"
"USC00051964",3151.4,3073,"Crestone","CO"
"USW00024131",3112.9,3702,"Boise","ID"
"USW00023233",3060.9,3622,"Salinas","CA"
"USW00093134",3050.2,5476,"Los Angeles","CA"
"USC00422592",3049.6,3283,"Escalante","UT"
"USW00024156",3037.7,3155,"Pocatello","ID"
"USW00023273",3001.8,4346,"Santa Maria","CA"
"USW00023009",2930.6,2881,"Roswell","NM"
"USW00023129",2883.5,5468,"Long Beach","CA"
"USW00023160",2874.7,3465,"Tucson","AZ"
"USW00093058",2869.2,3336,"Pueblo","CO"
"USC00262570",2850.6,4001,"Elko","NV"
"USW00093209",2813.3,4397,"Paso Robles","CA"
"USC00042805",2792.8,4829,"Lake Elsinore","CA"
"USC00487105",2791.5,3364,"Casper","WY"
"US1NVWH0011",2730.8,3694,"Reno","NV"
"USW00094185",2697.6,3741,"Burns","OR"
"US1NVWH0002",2689.4,3653,"Reno","NV"
"USW00023174",2688.7,4757,"Los Angeles","CA"
"USW00024121",2687.1,3759,"Elko","NV"
"USW00093193",2664.2,3154,"Fresno","CA"
"USC00487760",2659.6,2857,"Riverton","WY"
"US1NMBR0034",2542.7,3027,"Albuquerque","NM"
"USW00003170",2503.4,3477,"Eureka","NV"
"USW00023188",2449.5,3886,"San Diego","CA"
"USW00024138",2443.3,2247,"Dillon","MT"
"USC00029464",2442,3727,"Wittmann","AZ"
"US1NMBR0148",2441.4,2805,"Albuquerque","NM"
"USC00290231",2351.6,2166,"Albuquerque","NM"
"USC00297477",2341.1,2601,"Rio Rancho","NM"
"USW00023066",2328.3,2183,"Grand Junction","CO"
"USW00024128",2294.2,2585,"Winnemucca","NV"
"US1NMDA0116",2286.7,2142,"Las Cruces","NM"
"USC00052184",2237.9,3105,"Monte Vista","CO"
"USW00023044",2138,2058,"El Paso","TX"
"USW00024243",2115.1,2172,"Yakima","WA"
"USC00483396",2085.5,2153,"Kemmerer","WY"
"USC00483031",2060.1,2906,"Greybull","WY"
"USW00023185",2053.4,2836,"Reno","NV"
"USW00023050",2051.7,2231,"Albuquerque","NM"
"USC00027187",2033.4,2864,"Eloy","AZ"
"USC00297481",2006.1,2098,"Rio Rancho","NM"
"USW00023194",1892.7,1774,"Winslow","AZ"
"USW00023183",1739.9,1511,"Phoenix","AZ"
"USW00023155",1514.6,2320,"Bakersfield","CA"
"USW00023179",1170.7,2159,"Needles","CA"
"USW00023169",1025.1,1749,"Las Vegas","NV"
