"id","average","total19","city","state"
"USW00012842",13786.3,15438,"Tampa","FL"
"USW00093820",13781.4,14241,"Lexington","KY"
"USW00013891",13759.3,16336,"Alcoa","TN"
"US1INOW0009",13741,16524,"Spencer","IN"
"USC00166584",13727.3,15433,"Natchitoches","LA"
"USC00450482",13687.2,10323,"Battle Ground","WA"
"USW00003816",13662.9,17855,"West Paducah","KY"
"US1INWK0005",13654.1,16898,"Boonville","IN"
"USC00382735",13653.7,14750,"Edisto Island","SC"
"USW00013963",13630.1,15364,"Little Rock","AR"
"USW00003812",13612,14538,"Fletcher","NC"
"USC00065445",13599.1,13529,"Norfolk","CT"
"USC00190736",13556,14517,"Milton","MA"
"USW00013897",13523.4,16329,"Nashville","TN"
"USW00093808",13475.4,15782,"Bowling Green","KY"
"USW00012918",13445.7,14005,"Houston","TX"
"USC00195984",13401.9,14937,"Norton","MA"
"USW00093821",13259.2,13547,"Louisville","KY"
"USC00171131",13257.6,14690,"Cape Neddick","ME"
"USC00443375",13239,12375,"Buena Vista","VA"
"USW00024227",13231,9433,"Olympia","WA"
"US1NCWK0013",13226.1,12742,"Raleigh","NC"
"USC00185934",13207.4,12239,"Manchester","MD"
"USC00193624",13196.7,15819,"Hingham","MA"
"US1NCNS0002",13106.4,12190,"Nashville","NC"
"USC00448192",13089.4,12639,"Suffolk","VA"
"USW00003870",13072.8,13190,"Greer","SC"
"USC00173862",13022.1,13586,"Hollis Center","ME"
"USW00013874",12994.7,11114,"Atlanta","GA"
"US1DENC0002",12987.4,13118,"Newark","DE"
"USW00012960",12980.7,13200,"Houston","TX"
"USC00360868",12953.9,13821,"Bradford","PA"
"USW00014737",12939.9,15416,"Catasauqua","PA"
"USW00094728",12898.9,13478,"New York","NY"
"USW00013895",12863.3,12114,"Montgomery","AL"
"USC00368361",12859.8,12963,"Springboro","PA"
"USW00094746",12854.7,13919,"Worcester","MA"
"USW00012834",12790.2,14984,"Daytona Beach","FL"
"USS0022F18S",12781,11417,"Chemult","OR"
"USC00091500",12747.6,10917,"Camilla","GA"
"USW00013873",12727.8,11763,"Athens","GA"
"USC00175736",12699.2,13083,"New Sharon","ME"
"US1DENC0010",12684.2,12301,"Wilmington","DE"
"USS0015B02S",12678.1,9604,"Mullan","ID"
"USW00093718",12676.6,14230,"North Myrtle Beach","SC"
"USW00012816",12671.1,12635,"Gainesville","FL"
"USC00178817",12655,13066,"Turner","ME"
"USC00361810",12647.5,14074,"Coudersport","PA"
"USC00387687",12616.6,10626,"Pendleton","SC"
"USW00012815",12614,12197,"Orlando","FL"
"US1FLLK0003",12612.2,12336,"Groveland","FL"
"US1NHMR0006",12611.2,12673,"Danbury","NH"
"US1INDV0001",12609.6,15736,"Washington","IN"
"USC00170409",12602.3,13811,"Bath","ME"
"USW00013889",12573.5,11781,"Jacksonville","FL"
"USC00172048",12559.6,13396,"Durham","ME"
"USC00300321",12554.1,12839,"Auburn","NY"
"USW00014764",12533.6,13264,"Portland","ME"
"USW00093814",12526.3,13400,"Hebron","KY"
"USC00317845",12507.8,13371,"Shelby","NC"
"USW00093842",12491.3,12445,"Columbus","GA"
"USW00012838",12476.5,14154,"Melbourne","FL"
"USW00003860",12475.5,12550,"Huntington","WV"
"USW00014765",12430.9,13207,"Warwick","RI"
"USC00353971",12420.7,10940,"Sweet Home","OR"
"USW00014711",12380.6,12178,"Middletown","PA"
"USC00367732",12360.6,12464,"Brogue","PA"
"USC00317202",12349.8,12616,"Reidsville","NC"
"USW00014734",12323.8,14884,"Elizabeth","NJ"
"USW00013722",12311,10919,"Morrisville","NC"
"USW00053860",12279.4,12097,"Jacksonville","FL"
"USW00014740",12257.8,13333,"Windsor Locks","CT"
"USC00319675",12249.7,11944,"Yadkinville","NC"
"USC00235027",12249.1,15369,"Lockwood","MO"
"USW00013866",12236.1,11925,"Charleston","WV"
"US1INHN0011",12233.3,12831,"Fortville","IN"
"USC00314996",12231.9,13699,"Lincolnton","NC"
"USC00406534",12230.3,14632,"Newport","TN"
"USW00013957",12201.8,10886,"Shreveport","LA"
"USW00013964",12189.4,17150,"Fort Smith","AR"
"USC00446475",12183.8,11785,"Painter","VA"
"USW00003962",12158,13302,"Bismarck","AR"
"USS0021C28S",12127.8,8597,"Naches","WA"
"USW00093987",12111,10596,"Diboll","TX"
"US1NCGL0008",12099.2,13168,"Greensboro","NC"
"USW00013786",12080.4,13977,"Elizabeth City","NC"
"USW00013781",12067.3,12189,"New Castle","DE"
"USW00012923",12034.3,15052,"Galveston","TX"
"USW00093721",12015.6,9691,"Hanover","MD"
"US1ILSC0003",12013.9,13913,"Belleville","IL"
"USC00193276",12009.8,12742,"Groveland","MA"
"USS0013A27S",11956.7,10385,"Cut Bank","MT"
"USW00093720",11907.2,9374,"Salisbury","MD"
"USC00272302",11905.4,11613,"Milford","NH"
"USW00003822",11860.5,13050,"Savannah","GA"
"USW00004781",11855.5,12386,"Ronkonkoma","NY"
"USC00190120",11824.5,11424,"Amherst","MA"
"USC00351897",11823.3,10717,"Cottage Grove","OR"
"US1MOFSA065",11820.3,13694,"Salem","MO"
"USC00237263",11765.4,12826,"Rolla","MO"
"USC00313555",11748.2,13307,"Graham","NC"
"US1ILWL0051",11723.5,16188,"Plainfield","IL"
"USW00013877",11709.4,14223,"Blountville","TN"
"USW00014732",11698.7,12921,"East Elmhurst","NY"
"USW00014778",11682.9,12365,"Montoursville","PA"
"USW00013741",11634.6,10809,"Roanoke","VA"
"USW00013971",11633.4,14474,"Harrison","AR"
"USC00274234",11615.6,13372,"Hudson","NH"
"USW00003813",11610.2,11324,"Macon","GA"
"USW00013723",11609.6,13207,"Greensboro","NC"
"USC00368469",11595,13903,"Austin","PA"
"USW00004725",11594.1,11182,"Johnson City","NY"
"USC00307705",11583.4,11183,"Sherburne","NY"
"USW00013740",11583.2,10902,"Richmond","VA"
"USW00014860",11574,10273,"Erie","PA"
"USC00128784",11568.9,10262,"Tipton","IN"
"USS0005J37S",11561.6,11357,"Bellvue","CO"
"USW00013883",11561.5,10744,"West Columbia","SC"
"USW00094702",11556.7,12982,"Stratford","CT"
"USC00441955",11550.8,11659,"Concord","VA"
"USS0015C05S",11537.1,10526,"Pierce","ID"
"US1OHMD0002",11528.4,11082,"Brunswick","OH"
"USW00013736",11475,11444,"Morgantown","WV"
"USC00444148",11470.7,12172,"Huddleston","VA"
"USW00094789",11467.3,13216,"Springfield Gardens","NY"
"USW00013995",11461.5,13841,"Springfield","MO"
"USW00013881",11450.7,13730,"Charlotte","NC"
"USW00003872",11443.7,11201,"Beaver","WV"
"USW00093739",11442.9,11868,"Horntown","VA"
"USW00014852",11433.8,12645,"Vienna","OH"
"USW00093846",11403.4,10013,"Anderson","SC"
"USC00125407",11369.5,13347,"Martinsville","IN"
"US1OHFR0003",11327,10725,"Columbus","OH"
"USC00369408",11300.7,12150,"Wellsboro","PA"
"USC00330279",11298.6,13243,"Athens","OH"
"USC00367409",11292.2,12041,"Renovo","PA"
"USW00003901",11291.4,12273,"Longview","TX"
"USW00014895",11274.3,11258,"Canton","OH"
"USW00014820",11263.8,10163,"Cleveland","OH"
"USW00093819",11226.8,11989,"Indianapolis","IN"
"USC00117457",11222.5,14433,"Romeoville","IL"
"USW00013994",11198.2,13723,"Bridgeton","MO"
"USW00014607",11180.5,10564,"Caribou","ME"
"USC00360132",11180.3,11384,"Duncansville","PA"
"US1OHPT0012",11145,13186,"Mogadore","OH"
"USC00440766",11138,10847,"Blacksburg","VA"
"USC00368449",11136.6,10548,"State College","PA"
"USC00441159",11103,10982,"Buena Vista","VA"
"USW00014821",11101.2,11173,"Columbus","OH"
"USC00231801",11078.1,11822,"Columbia","MO"
"USW00014891",11047,12175,"Mansfield","OH"
"USW00004751",11044,11391,"Lewis Run","PA"
"US1MDAL0002",11041.8,10930,"Cumberland","MD"
"USW00014745",11013.8,11489,"Concord","NH"
"US1ILGY0001",11012.1,15314,"Morris","IL"
"USW00013878",10938,11270,"Saint Simons Island","GA"
"USW00013733",10935.8,9920,"Lynchburg","VA"
"USC00211198",10871,12170,"Caledonia","MN"
"USC00315356",10838.4,12015,"Marshall","NC"
"US1ILWD0005",10819.2,14247,"Morrison","IL"
"USW00014606",10810.9,13215,"Bangor","ME"
"USW00003820",10799.2,12927,"Augusta","GA"
"USW00094823",10794.8,13335,"Coraopolis","PA"
"USW00013743",10770.8,10765,"Arlington","VA"
"USC00437054",10759.4,12065,"Saint Johnsbury","VT"
"USC00369823",10757.7,11936,"Bedford","PA"
"US1ILCN0003",10727.2,13093,"Assumption","IL"
"USC00442044",10700.4,9708,"Covington","VA"
"USC00474790",10688.1,13414,"Lodi","WI"
"USW00024233",10681.9,8610,"Seattle","WA"
"USC00464840",10667.1,10027,"Keyser","WV"
"USS0020L02S",10638.6,13350,"Tahoma","CA"
"USW00014733",10578.8,12151,"Buffalo","NY"
"USW00094860",10554.5,13061,"Grand Rapids","MI"
"USW00093815",10550.9,10922,"Vandalia","OH"
"USW00094908",10545,13946,"Dubuque","IA"
"USC00304996",10513.9,10515,"Malone","NY"
"USW00094846",10513.6,12596,"Elk Grove Village","IL"
"USC00115961",10474.6,13763,"Mundelein","IL"
"USW00003904",10454.7,9221,"College Station","TX"
"US1OHSN0003",10444.7,11642,"Tiffin","OH"
"USW00024213",10442.6,11184,"Eureka","CA"
"USW00003947",10442,13519,"Kansas City","MO"
"USW00014827",10438.9,9922,"Fort Wayne","IN"
"USW00014842",10437.8,12904,"Peoria","IL"
"US1IASR0002",10430.2,10184,"Ames","IA"
"US1MIIN0001",10425.2,12662,"Saranac","MI"
"USC00476827",10393.9,13281,"Prairie Du Chien","WI"
"USS0020K27S",10388.7,13685,"Tahoe City","CA"
"USW00014605",10386.4,10903,"Augusta","ME"
"USC00474937",10362.4,13915,"Eastman","WI"
"USC00476718",10340.6,12014,"Portage","WI"
"US1VASH0002",10338.5,10283,"Strasburg","VA"
"USW00024232",10329.2,7841,"Salem","OR"
"USC00114710",10318.8,12918,"Kewanee","IL"
"USW00093822",10281.3,12539,"Springfield","IL"
"USC00478540",10277.8,12263,"Beaver Dam","WI"
"USW00013972",10271.4,10815,"Tyler","TX"
"US1OHDR0001",10265.2,10722,"Bradford","OH"
"USC00436995",10258.3,11596,"Rutland","VT"
"USC00208774",10236.7,13156,"Wellston","MI"
"US1OHSM0005",10228.1,11388,"Cuyahoga Falls","OH"
"USC00231580",10216.2,14080,"Chillicothe","MO"
"USC00336405",10213.1,11241,"Pandora","OH"
"USS0007M33S",10206.5,11873,"Silverton","CO"
"USW00013870",10138.3,8693,"Alma","GA"
"USS0007K06S",10136.5,12279,"Cedaredge","CO"
"USW00094290",10117,7955,"Seattle","WA"
"US1INEL0008",10109.4,10909,"Goshen","IN"
"USW00014923",10107.5,12609,"Moline","IL"
"USW00014742",10096.8,11050,"South Burlington","VT"
"USW00012836",10087.8,8993,"Key West","FL"
"USC00470124",10082.7,13421,"Alma","WI"
"USW00014837",10064.4,11795,"Madison","WI"
"USC00471078",10062.7,12718,"Brodhead","WI"
"USC00200230",10050.2,11552,"Ann Arbor","MI"
"US1IAWB0005",10025.7,10216,"Badger","IA"
"USW00094822",9976.9,12560,"Rockford","IL"
"USC00472973",9972.5,12728,"Friendship","WI"
"USC00200758",9965.7,10837,"Frankfort","MI"
"USC00200228",9914.8,11406,"Ann Arbor","MI"
"USW00014933",9912.8,12545,"Des Moines","IA"
"USC00115079",9909.5,11609,"Lincoln","IL"
"USW00014840",9895.1,12195,"Muskegon","MI"
"USC00475581",9892.4,12286,"Montello","WI"
"USC00470045",9873,12684,"Janesville","WI"
"USC00203096",9862.6,12017,"Gaylord","MI"
"USW00024152",9855.2,9029,"Meacham","OR"
"USW00012935",9854.5,9577,"Palacios","TX"
"USW00013968",9848.2,15135,"Tulsa","OK"
"USC00118684",9846.7,11198,"Tuscola","IL"
"USC00476200",9838.2,10653,"Oconomowoc","WI"
"USC00470265",9837.1,12457,"Appleton","WI"
"USC00043578",9802.2,11418,"Sebastopol","CA"
"USW00013960",9782.3,10070,"Dallas","TX"
"USW00014920",9768.6,11358,"La Crosse","WI"
"USW00024229",9762.8,6783,"Portland","OR"
"USC00331042",9743.8,12011,"Bryan","OH"
"US1IAGT0001",9742.8,9460,"Jamaica","IA"
"USW00014897",9693.1,12218,"Wausau","WI"
"USC00368868",9672,9987,"Tioga","PA"
"USC00142401",9662.6,13475,"El Dorado","KS"
"USW00094910",9661.9,10638,"Waterloo","IA"
"USW00013967",9648.8,11520,"Oklahoma City","OK"
"USS0020K13S",9639.8,13089,"Truckee","CA"
"US1TXCRL003",9586.8,9705,"Kempner","TX"
"US1OKCV0032",9583.3,10293,"Norman","OK"
"USC00361838",9555.5,10743,"Lawrenceville","PA"
"USS0007J05S",9555.3,12039,"Meeker","CO"
"USW00014847",9540.3,11730,"Sault Sainte Marie","MI"
"USS0005J10S",9526.3,9173,"Grand Lake","CO"
"USW00094830",9526.3,11337,"Swanton","OH"
"USW00014925",9518.2,14028,"Rochester","MN"
"USC00346386",9499.6,10415,"Norman","OK"
"USC00413285",9483.4,9296,"Fort Worth","TX"
"USW00014750",9483.4,11190,"Queensbury","NY"
"USW00013958",9476.5,8096,"Austin","TX"
"USC00130200",9460.9,9176,"Boone","IA"
"USC00132171",9451,9088,"Denison","IA"
"USS0006H24S",9425.4,9831,"Laramie","WY"
"USW00024221",9422.5,9226,"Eugene","OR"
"USC00475364",9410.3,10917,"Merrill","WI"
"USS0006H13S",9380.3,9727,"Centennial","WY"
"US1KSSG0002",9371.5,11389,"Wichita","KS"
"USW00013996",9343.2,12385,"Topeka","KS"
"USS0020L10S",9334.9,10662,"South Lake Tahoe","CA"
"USW00014991",9326,11190,"Eau Claire","WI"
"USC00410433",9324.4,7331,"Austin","TX"
"USW00013904",9294.1,7399,"Austin","TX"
"USW00094847",9289.5,9258,"Romulus","MI"
"USW00003927",9269.8,8774,"Irving","TX"
"USW00014768",9264.3,8753,"Rochester","NY"
"USC00471064",9238.5,11109,"Brillion","WI"
"US1KSSG0020",9234.2,11182,"Wichita","KS"
"USC00257545",9198.5,12478,"Salem","NE"
"USW00013959",9193.6,8394,"Waco","TX"
"USS0006J01S",9184.7,10265,"Steamboat Springs","CO"
"USC00201468",9175.7,10338,"Charlevoix","MI"
"USW00014898",9168.7,12357,"Green Bay","WI"
"USC00412585",9121.5,8768,"Austin","TX"
"USC00418862",9104.5,8658,"Taylor","TX"
"USC00144972",9099.3,13408,"Manhattan","KS"
"USC00253467",9098.3,10994,"Omaha","NE"
"USS0006M22S",9083.9,12029,"Antonito","CO"
"USW00014839",9083.7,11693,"Milwaukee","WI"
"USS0005J39S",9080.1,8948,"Estes Park","CO"
"US1KSSG0003",9061.1,10471,"Wichita","KS"
"USC00204161",8938.1,9906,"Lake Linden","MI"
"US1SDMH0020",8903.6,11380,"Sioux Falls","SD"
"USW00013961",8886.3,8082,"Fort Worth","TX"
"USC00257800",8847.7,12840,"Verdon","NE"
"USC00473930",8815.4,12365,"Jackson","WI"
"USC00145132",8796.9,12358,"Mc Farland","KS"
"USW00003928",8759.4,10701,"Wichita","KS"
"USC00258395",8742.7,9817,"Syracuse","NE"
"USW00014922",8724.6,10975,"Minneapolis","MN"
"USC00472055",8716.3,11350,"Denmark","WI"
"RQC00663532",8696.6,5281,"Ensenada","PR"
"USS0005K05S",8663.5,8177,"Silverthorne","CO"
"USW00023213",8650.2,13205,"Windsor","CA"
"USC00253050",8586.4,10265,"Fremont","NE"
"USW00014942",8560.7,10150,"Omaha","NE"
"USW00014826",8517.7,9506,"Flint","MI"
"USW00012921",8469.4,5602,"San Antonio","TX"
"USC00204090",8338.5,9988,"Kingsford","MI"
"USS0018E05S",8327.3,7961,"Portland","OR"
"USS0005J06S",8316.2,8338,"Red Feather Lakes","CO"
"USC00250435",8309,9643,"Brownville","NE"
"USW00094725",8292.3,8714,"Massena","NY"
"USC00141467",8276.4,10524,"Cheney","KS"
"USC00415429",8266.3,6762,"Luling","TX"
"USW00014845",8255.4,8744,"Freeland","MI"
"USC00258465",8254.8,10848,"Tecumseh","NE"
"USS0008M06S",8247.2,9988,"Dolores","CO"
"USW00014939",8211.4,9174,"Lincoln","NE"
"USW00014913",8209,8702,"Duluth","MN"
"USC00259200",8203.4,8003,"West Point","NE"
"USW00094849",8155.1,9294,"Alpena","MI"
"USC00340215",8129,10590,"Ames","OK"
"US1TXWO0010",8122.2,6007,"Adkins","TX"
"USW00014926",8121.6,10651,"Saint Cloud","MN"
"USW00024257",8113.7,10935,"Redding","CA"
"USS0005J41S",8102,7220,"Nederland","CO"
"USW00094814",8095.5,9678,"Houghton Lake","MI"
"USC00259513",8091.7,10061,"Benedict","NE"
"USW00014943",8059.9,8612,"Sioux City","IA"
"USS0005J42S",8051.4,7654,"Nederland","CO"
"USS0007K02S",7945,8564,"Meeker","CO"
"USS0011H07S",7928.8,7863,"Garden City","UT"
"USS0007M27S",7905.5,8813,"Ironton","CO"
"USS0006K01S",7879.7,8927,"Alma","CO"
"USS0014F12S",7859.7,8035,"Ketchum","ID"
"USC00148950",7831.1,9339,"Windom","KS"
"USW00094911",7799.8,8866,"Yankton","SD"
"USC00344019",7774,10362,"Helena","OK"
"US1KSJW0001",7750.5,9977,"Webber","KS"
"USW00014944",7729.4,10054,"Sioux Falls","SD"
"USW00013980",7718.6,10781,"Anthony","KS"
"USS0007M05S",7688.8,10145,"Durango","CO"
"USW00012924",7687.1,6505,"Corpus Christi","TX"
"USC00252037",7650.1,8440,"Crofton","NE"
"USS0006J15S",7623.5,7861,"Clark","CO"
"USC00253065",7616.8,10630,"Friend","NE"
"USC00417327",7577.1,8099,"Putnam","TX"
"USC00412011",7519.1,6260,"Corpus Christi","TX"
"US1MTPK0007",7438.6,8552,"Livingston","MT"
"USS0005J18S",7417.4,7397,"Allenspark","CO"
"USS0006K16S",7345.4,8108,"Alma","CO"
"USC00141179",7331.4,9862,"Burr Oak","KS"
"USC00253175",7277.9,9892,"Geneva","NE"
"USC00253660",7234.5,9007,"Hastings","NE"
"USS0006K24S",7213.2,7340,"Frisco","CO"
"USW00013966",7145,6989,"Sheppard Afb","TX"
"USC00420819",7136.7,8213,"Bountiful","UT"
"USC00045915",7136.1,8307,"Walnut Creek","CA"
"USS0006K44S",7109.5,8210,"Avon","CO"
"USS0007K13S",7095.2,7302,"Meeker","CO"
"USS0007M35S",7083.7,9687,"Durango","CO"
"USW00003957",7055.8,8257,"Medicine Lodge","KS"
"USC00395481",7043.8,9260,"Menno","SD"
"USW00094949",7026.2,8947,"Hastings","NE"
"USC00411920",7005,5402,"Comfort","TX"
"US1WASJ0003",6945.9,6140,"Orcas","WA"
"USW00014935",6927.6,10093,"Grand Island","NE"
"USW00012919",6913.5,5806,"Brownsville","TX"
"USS0011R05S",6858.9,8446,"Happy Jack","AZ"
"USS0010D07S",6841.3,7345,"Livingston","MT"
"USC00342944",6820.5,8484,"Erick","OK"
"US1COBO0202",6812.3,6904,"Ward","CO"
"US1SDMN0001",6794.5,10700,"Fulton","SD"
"USW00014941",6789,6889,"Norfolk","NE"
"US1TXTY0005",6763.8,6799,"Merkel","TX"
"USC00147542",6762.8,6668,"Smith Center","KS"
"USC00413508",6761.7,4729,"George West","TX"
"USS0005K27S",6758.7,6249,"Idaho Springs","CO"
"USC00417873",6752.7,5784,"Uvalde","TX"
"USW00013962",6645,5885,"Abilene","TX"
"USC00480140",6644.7,6959,"Alta","WY"
"USS0003E05S",6623.7,6435,"Lead","SD"
"USS0005J11S",6621.1,6534,"Bellvue","CO"
"USS0006K45S",6591.6,7421,"Avon","CO"
"USS0006K12S",6568.2,6716,"Parshall","CO"
"USS0013D10S",6539,5242,"Dillon","MT"
"USC00250050",6464.4,9473,"Ainsworth","NE"
"USC00252560",6426.7,7284,"Arapahoe","NE"
"USS0008G03S",6409.9,5879,"Lander","WY"
"USS0006G01S",6370,6859,"Casper","WY"
"USC00057317",6350.3,6360,"Rye","CO"
"USC00143527",6259.5,7863,"Hays","KS"
"USS0006K30S",6181.9,6777,"Meredith","CO"
"US1SDPN0002",6174.1,9930,"Rapid City","SD"
"USS0006H19S",6155.9,5465,"Saratoga","WY"
"USS0012P02S",6059.8,7659,"Williams","AZ"
"USS0006K14S",6057.7,6483,"Silverthorne","CO"
"USW00014936",6043,9488,"Huron","SD"
"USS0005N04S",5987.8,5949,"Vadito","NM"
"USC00410394",5938.7,7563,"Aspermont","TX"
"USW00014914",5932.6,7943,"Fargo","ND"
"USS0014F19S",5816.5,6514,"Rexburg","ID"
"USC00056205",5812.8,6213,"Ouray","CO"
"USW00003103",5786.6,6630,"Flagstaff","AZ"
"USW00023007",5772.6,5688,"Childress","TX"
"USC00146637",5769.2,6785,"Quinter","KS"
"USW00013985",5739.8,5820,"Dodge City","KS"
"USC00140365",5735.9,7204,"Ashland","KS"
"USW00024023",5688.4,7349,"North Platte","NE"
"USC00412121",5687.7,5115,"Crosbyton","TX"
"USW00014916",5638.4,7146,"Grand Forks","ND"
"USC00418818",5634.1,4645,"Tahoka","TX"
"USW00023034",5606.9,4506,"San Angelo","TX"
"US1CACC0001",5515.7,6688,"Martinez","CA"
"USW00024020",5511.6,7068,"Hayes Center","NE"
"USC00394516",5507.5,9087,"Kennebec","SD"
"USC00417944",5488.9,5011,"San Angelo","TX"
"USC00415821",5433.2,5718,"Memphis","TX"
"USC00020678",5395.2,6126,"","AZ"
"USW00022010",5361.7,3770,"Del Rio","TX"
"USW00014929",5345.7,7719,"Aberdeen","SD"
"USW00024025",5343.6,7870,"Pierre","SD"
"USC00397277",5335.8,7503,"Roscoe","SD"
"US1COBO0072",5326.8,5267,"Boulder","CO"
"USS0010F17S",5314.1,5366,"Bondurant","WY"
"USC00325638",5263.4,6154,"Max","ND"
"USC00254455",5229,6205,"Ogallala","NE"
"USW00024011",5217.1,7527,"Bismarck","ND"
"USS0009S06S",5205.9,6566,"Morenci","AZ"
"USS0006K06S",5102.3,6019,"Meredith","CO"
"USS0012P01S",5099.1,7459,"Williams","AZ"
"USC00325002",5080.1,5976,"Lansford","ND"
"USW00026615",5070.7,6148,"Bethel Airport","AK"
"USW00023047",5040.6,6580,"Amarillo","TX"
"US1COEP0055",5022.5,5544,"Monument","CO"
"USC00100803",5005.1,5628,"Bern","ID"
"US1MTDL0001",5004,4696,"Anaconda","MT"
"USC00048587",4993.3,8123,"Elk Creek","CA"
"USC00418232",4919.9,5225,"Shallowater","TX"
"USC00047851",4917.8,7384,"San Luis Obispo","CA"
"USC00058793",4907.3,5084,"Walsh","CO"
"USS0011P02S",4885.4,5068,"Flagstaff","AZ"
"US1TXLK0007",4859.1,5795,"Lubbock","TX"
"USW00023065",4832.2,5795,"Goodland","KS"
"USC00417079",4787.1,4587,"Plainview","TX"
"USC00148287",4783.5,4077,"Ulysses","KS"
"USC00417081",4776.4,4260,"Plainview","TX"
"USC00414967",4764.1,5428,"Justiceburg","TX"
"USC00411000",4756.1,6983,"Boys Ranch","TX"
"USC00053652",4740.5,4771,"Canon City","CO"
"USW00023232",4715.3,6321,"Sacramento","CA"
"USC00142980",4710.7,4442,"Garden City","KS"
"USW00024225",4670.5,5169,"Central Point","OR"
"USW00023042",4663.4,6193,"Lubbock","TX"
"USC00411128",4655.6,4327,"Brownfield","TX"
"USC00252645",4624.9,5003,"Ellsworth","NE"
"USW00026451",4621.1,3714,"Anchorage","AK"
"US1COLR0259",4547.8,4695,"Fort Collins","CO"
"USC00413972",4540.2,4467,"Hart","TX"
"USC00415183",4497.2,3339,"Levelland","TX"
"USC00291963",4494.3,6301,"Clovis","NM"
"USC00416074",4470.2,4389,"Morton","TX"
