"id","average","latitude","longitude","elevation","state","name","total19","city"
"USC00414967",4764.1,33.0642,-101.0489,694.9,"TX","LAKE ALAN HENRY",5428,"Justiceburg"
"USC00411000",4756.1,35.5303,-102.2564,972.6,"TX","BOYS RCH",6983,"Boys Ranch"
"USC00053652",4740.5,38.6867,-105.3925,2717.3,"CO","GUFFEY 9SE",4771,"Canon City"
"USW00023232",4715.3,38.5069,-121.495,4.6,"CA","SACRAMENTO EXECUTIVE AP",6321,"Sacramento"
"USC00142980",4710.7,37.9931,-100.8122,880.9,"KS","GARDEN CITY EXP STN",4442,"Garden City"
"USW00024225",4670.5,42.3811,-122.8722,395.3,"OR","MEDFORD ROGUE VLY AP",5169,"Central Point"
"USW00023042",4663.4,33.6542,-101.8136,993.3,"TX","LUBBOCK",6193,"Lubbock"
"USC00411128",4655.6,33.1908,-102.2681,1005.8,"TX","BROWNFIELD #2",4327,"Brownfield"
"USC00252645",4624.9,42.0628,-102.3172,1191.5,"NE","ELLSWORTH 2W",5003,"Ellsworth"
"USW00026451",4621.1,61.1689,-150.0278,36.6,"AK","ANCHORAGE INTL AP",3714,"Anchorage"
"US1COLR0259",4547.8,40.5857,-105.1317,1560,"CO","FCL 2.5 W",4695,"Fort Collins"
"USC00413972",4540.2,34.3697,-102.1175,1116.5,"TX","HART",4467,"Hart"
"USC00415183",4497.2,33.55,-102.3758,1071.1,"TX","LEVELLAND",3339,"Levelland"
"USC00291963",4494.3,34.5989,-103.2161,1351.8,"NM","CLOVIS 13 N",6301,"Clovis"
"USC00416074",4470.2,33.7186,-102.7586,1147.9,"TX","MORTON",4389,"Morton"
"USC00244715",4449,45.8728,-104.1583,940.6,"MT","KNOBS 4 SW",5443,"Ekalaka"
"USC00244558",4445.8,48.3042,-114.2636,901.3,"MT","KALISPELL GLACIER AP",4201,"Kalispell"
"US1WYSH0014",4433.5,44.8122,-106.9763,1175.9,"WY","SHERIDAN 1.7 NW",4969,"Sheridan"
"US1COLR0509",4369.2,40.3926,-105.1587,1562.1,"CO","LOV 4.0 W",4632,"Loveland"
"US1WYLM0036",4363,41.1449,-104.7547,1825.1,"WY","CHEYENNE 2.0 E",4727,"Cheyenne"
"US1CASM0006",4340.6,37.5488,-122.2587,2.1,"CA","FOSTER CITY 1.3 SW",5240,"San Mateo"
"USW00022521",4308,21.3239,-157.9294,2.1,"HI","HONOLULU INTL AP",4233,"Honolulu"
"USC00481676",4294,41.1517,-104.8061,1865.1,"WY","CHEYENNE WFO",4666,"Cheyenne"
"USW00024157",4281.9,47.6217,-117.5281,717.2,"WA","SPOKANE INTL AP",3935,"Spokane"
"USW00024028",4277.9,41.8706,-103.5931,1202.4,"NE","SCOTTSBLUFF HEILIG AP",4971,"Scottsbluff"
"US1TXMDL006",4253.3,32.0063,-102.1463,868.4,"TX","MIDLAND 3.0 WSW",4516,"Midland"
"USW00023051",4251.5,36.4486,-103.1539,1511.8,"NM","CLAYTON MUNI AIR PK",3427,"Clayton"
"USC00459376",4194.7,48.4742,-120.1886,533.1,"WA","WINTHROP 1 WSW",3102,"Winthrop"
"USC00241938",4182,45.6444,-109.2675,1097.9,"MT","COLUMBUS",5745,"Columbus"
"USC00058781",4164.4,37.6303,-104.7956,1920.2,"CO","WALSENBURG 1 NW",4120,"Walsenburg"
"USC00418964",4153.3,36.3786,-103.0244,1433.8,"TX","TEXLINE",4452,"Texline"
"USC00054546",4136.2,37.115,-103.2986,1602.3,"CO","KIM 10SSE",4073,"Kim"
"USW00024029",4134.5,44.7694,-106.9689,1202.4,"WY","SHERIDAN CO AP",4589,"Sheridan"
"USW00024018",4124.8,41.1519,-104.8061,1867.8,"WY","CHEYENNE",4585,"Cheyenne"
"USC00055236",4121.8,40.435,-105.085,1548.4,"CO","LOVELAND 2N",3840,"Loveland"
"USW00024033",4066.1,45.8069,-108.5422,1091.5,"MT","BILLINGS LOGAN INTL AP",4862,"Billings"
"USW00023254",4052.8,37.9917,-122.055,5.5,"CA","CONCORD BUCHANAN FLD",5125,"Concord"
"USW00094055",3998.2,46.3583,-104.25,905.6,"MT","BAKER MUNI AP",5425,"Baker"
"USW00024127",3992.5,40.7781,-111.9694,1287.8,"UT","SALT LAKE CITY INTL AP",5112,"Salt Lake City"
"USW00093037",3948.9,38.81,-104.6883,1884,"CO","COLORADO SPRINGS MUNI AP",2994,"Colorado Springs"
"USW00023062",3935.9,39.7633,-104.8694,1611.2,"CO","DENVER-STAPLETON",3219,"Denver"
"USW00094008",3932.8,48.2138,-106.6213,696.5,"MT","GLASGOW INTL AP",4513,"Glasgow"
"US1AZCH0017",3929,31.549,-110.2776,1391.7,"AZ","SIERRA VISTA 1.3 E",4243,"Sierra Vista"
"US1CASD0012",3887.3,32.9956,-117.0044,367.6,"CA","POWAY 3.2NE",6488,"Poway"
"USS0009S04S",3883.8,33.9,-109.16,2590.8,"AZ","Nutrioso",4228,"McNary"
"USW00023190",3812.9,34.4258,-119.8425,2.7,"CA","SANTA BARBARA MUNI AP",6127,"Goleta"
"USC00040029",3775.2,41.1936,-120.9447,1278.6,"CA","ADIN RS",4803,"Adin"
"US1COLR0662",3753.9,40.3922,-105.0539,1513,"CO","LOVELAND 2.0 SSE",3215,"Loveland"
"USC00051743",3703.6,39.2367,-107.9797,1831.5,"CO","COLLBRAN 1WSW",3573,"Collbran"
"USW00003017",3626.3,39.8328,-104.6575,1650.2,"CO","DENVER INTL AP",3947,"Denver"
"USW00024153",3610.9,46.9208,-114.0925,972.9,"MT","MISSOULA INTL AP",3851,"Missoula"
"US1IDBV0006",3610.6,43.6176,-111.884,1487.4,"ID","IDAHO FALLS 11.7 NE",3738,"Idaho Falls"
"US1UTML0001",3574.8,39.3723,-112.3339,1565.1,"UT","OAK CITY 0.3 SSE",4425,"Oak City"
"USC00044997",3552.6,37.6922,-121.7692,146.3,"CA","LIVERMORE",4470,"Livermore"
"USW00023023",3509.4,31.9433,-102.1889,874.2,"TX","MIDLAND ODESSA",3630,"Midland"
"US1NMGR0027",3496.1,33.023,-108.5441,1427.1,"NM","CLIFF 5.7 NE",3693,"Cliff"
"US1COBO0143",3484.3,40.2001,-105.1087,1538.9,"CO","LONGMONT 2.1 N",4174,"Longmont"
"USW00023237",3423.8,37.8892,-121.2258,7.9,"CA","STOCKTON METRO AP",4331,"Stockton"
"US1CALA0001",3421.7,34.1689,-118.2947,155.8,"CA","GLENDALE 2.4 WSW",6430,"Glendale"
"USW00026411",3396.9,64.8039,-147.8761,131.7,"AK","FAIRBANKS INTL AP",4176,"Fairbanks"
"USW00024149",3379.9,46.3747,-117.0156,437.7,"ID","LEWISTON NEZ PERCE CO AP",3411,"Lewiston"
"USW00094012",3373.7,48.5428,-109.7633,787.9,"MT","HAVRE CITY CO AP",3142,"Havre"
"US1CARV0008",3355.8,33.7307,-117.4276,427.9,"CA","CORONA 12.8 SE",5710,"Corona"
"USW00024089",3349.4,42.8975,-106.4636,1627,"WY","CASPER NATRONA CO AP",3687,"Casper"
"US1AZPM0111",3343.7,32.139,-110.7674,886.1,"AZ","TUCSON 10.5 ESE",4223,"Tucson"
"USC00051294",3330.4,38.46,-105.2256,1639.2,"CO","CANON CITY",3219,"Canon City"
"USW00024155",3330.4,45.6906,-118.8528,461.8,"OR","PENDLETON",3145,"Pendleton"
"USC00054254",3313.9,37.0856,-107.5333,1995.8,"CO","IGNACIO 6ESE",3659,"Ignacio"
"USW00093026",3249.6,31.4583,-109.6061,1251.2,"AZ","DOUGLAS BISBEE INL AP",4137,"McNeal"
"USW00023293",3213.1,37.3592,-121.9239,15.5,"CA","SAN JOSE",4092,"San Jose"
"USC00057033",3202.5,39.5572,-107.7261,1667,"CO","RIFLE 3ENE",3654,"Rifle"
"USC00051964",3151.4,37.9806,-105.6897,2439.6,"CO","CRESTONE 2 SE",3073,"Crestone"
"USW00024131",3112.9,43.5667,-116.2406,857.7,"ID","BOISE AIR TERMINAL",3702,"Boise"
"USW00023233",3060.9,36.6636,-121.6081,22.6,"CA","SALINAS MUNICIPAL AP",3622,"Salinas"
"USW00093134",3050.2,34.0511,-118.2353,70.1,"CA","LOS ANGELES DWTN USC CAMPUS",5476,"Los Angeles"
"USC00422592",3049.6,37.7686,-111.5978,1770.9,"UT","ESCALANTE",3283,"Escalante"
"USW00024156",3037.7,42.9203,-112.5711,1364.9,"ID","POCATELLO RGNL AP",3155,"Pocatello"
"USW00023273",3001.8,34.8994,-120.4486,73.8,"CA","SANTA MARIA PUBLIC AP",4346,"Santa Maria"
"USW00023009",2930.6,33.3075,-104.5083,1112.2,"NM","ROSWELL IND AIR PK",2881,"Roswell"
"USW00023129",2883.5,33.8117,-118.1464,9.4,"CA","LONG BEACH DAUGHERTY FLD",5468,"Long Beach"
"USW00023160",2874.7,32.1314,-110.9553,776.9,"AZ","TUCSON INTL AP",3465,"Tucson"
"USW00093058",2869.2,38.29,-104.4983,1438.7,"CO","PUEBLO MEM AP",3336,"Pueblo"
"USC00262570",2850.6,40.8603,-115.7425,1595.6,"NV","ELKO NWS OFFICE",4001,"Elko"
"USW00093209",2813.3,35.6697,-120.6283,246.9,"CA","PASO ROBLES MUNI AP",4397,"Paso Robles"
"USC00042805",2792.8,33.6861,-117.3458,386.5,"CA","ELSINORE",4829,"Lake Elsinore"
"USC00487105",2791.5,42.4717,-106.8528,1805.3,"WY","PATHFINDER DAM",3364,"Casper"
"US1NVWH0011",2730.8,39.5084,-119.8442,1393.9,"NV","RENO 2.4 SSW",3694,"Reno"
"USW00094185",2697.6,43.595,-118.9564,1261.9,"OR","BURNS MUNI AP",3741,"Burns"
"US1NVWH0002",2689.4,39.5573,-119.8144,1494.1,"NV","RENO 1.4 NNE",3653,"Reno"
"USW00023174",2688.7,33.9381,-118.3889,29.6,"CA","LOS ANGELES INTL AP",4757,"Los Angeles"
"USW00024121",2687.1,40.8289,-115.7886,1533.1,"NV","ELKO RGNL AP",3759,"Elko"
"USW00093193",2664.2,36.78,-119.7194,101.5,"CA","FRESNO YOSEMITE INTL AP",3154,"Fresno"
"USC00487760",2659.6,43.0306,-108.3744,1510.3,"WY","RIVERTON",2857,"Riverton"
"US1NMBR0034",2542.7,35.1278,-106.5437,1676.1,"NM","ALBUQUERQUE 4.6 E",3027,"Albuquerque"
"USW00003170",2503.4,39.6014,-116.0056,1809.3,"NV","EUREKA AIRPORT",3477,"Eureka"
"USW00023188",2449.5,32.7336,-117.1831,4.6,"CA","SAN DIEGO LINDBERGH FLD",3886,"San Diego"
"USW00024138",2443.3,45.2575,-112.5545,1585,"MT","DILLON AP",2247,"Dillon"
"USC00029464",2442,33.7775,-112.5231,513,"AZ","WITTMANN 1SE",3727,"Wittmann"
"US1NMBR0148",2441.4,35.0944,-106.6123,1572.8,"NM","ALBUQUERQUE 1.7 SSE",2805,"Albuquerque"
"USC00290231",2351.6,35.0217,-106.6939,1510.3,"NM","ALBUQUERQUE VALLEY",2166,"Albuquerque"
"USC00297477",2341.1,35.2836,-106.6194,1594.1,"NM","RIO RANCHO #1",2601,"Rio Rancho"
"USW00023066",2328.3,39.1342,-108.54,1480.7,"CO","GRAND JUNCTION WALKER FLD",2183,"Grand Junction"
"USW00024128",2294.2,40.9017,-117.8081,1309.4,"NV","WINNEMUCCA MUNI AP",2585,"Winnemucca"
"US1NMDA0116",2286.7,32.2718,-106.7668,1178.1,"NM","MESILLA 2.3 E",2142,"Las Cruces"
"USC00052184",2237.9,37.6911,-106.3078,2391.2,"CO","DEL NORTE 3ENE",3105,"Monte Vista"
"USW00023044",2138,31.8111,-106.3758,1194.2,"TX","EL PASO INTL AP",2058,"El Paso"
"USW00024243",2115.1,46.5683,-120.5428,324.3,"WA","YAKIMA AIR TERMINAL",2172,"Yakima"
"USC00483396",2085.5,41.9861,-110.0611,1976.6,"WY","FONTENELLE DAM",2153,"Kemmerer"
"USC00483031",2060.1,44.4972,-108.3906,1355.8,"WY","EMBLEM",2906,"Greybull"
"USW00023185",2053.4,39.4839,-119.7711,1344.2,"NV","RENO TAHOE INTL AP",2836,"Reno"
"USW00023050",2051.7,35.0419,-106.6156,1618.5,"NM","ALBUQUERQUE INTL AP",2231,"Albuquerque"
"USC00027187",2033.4,32.8117,-111.6314,455.7,"AZ","ROBSON RCH",2864,"Eloy"
"USC00297481",2006.1,35.2522,-106.6347,1612.4,"NM","RIO RANCHO #2",2098,"Rio Rancho"
"USW00023194",1892.7,35.0281,-110.7208,1489.3,"AZ","WINSLOW MUNI AP",1774,"Winslow"
"USW00023183",1739.9,33.4278,-112.0039,337.4,"AZ","PHOENIX SKY HARBOR INTL AP",1511,"Phoenix"
"USW00023155",1514.6,35.4344,-119.0542,149,"CA","BAKERSFIELD AP",2320,"Bakersfield"
"USW00023179",1170.7,34.7675,-114.6189,271.3,"CA","NEEDLES AP",2159,"Needles"
"USW00023169",1025.1,36.0719,-115.1633,649.5,"NV","LAS VEGAS MCCARRAN AP",1749,"Las Vegas"
